"","Subcellular.location..CC.","Intramembrane","Topological.domain","Transmembrane"
"P41586","SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.",NA,"TOPO_DOM 21..155; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 179..186; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 206..227; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 254..268; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 292..309; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 333..350; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 372..385; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 406..468; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 156..178; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 187..205; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 228..253; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 269..291; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 310..332; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 351..371; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 386..405; /note=Helical; Name=7; /evidence=ECO:0000255"
"Q96PE1","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16982628, ECO:0000269|PubMed:21421844, ECO:0000269|PubMed:22013897}; Multi-pass membrane protein {ECO:0000255}. Cell projection, filopodium {ECO:0000269|PubMed:21421844}. Note=Enriched at lateral cell borders and also at sites of cell-ECM (extracellular matrix) contact. {ECO:0000269|PubMed:21421844}.",NA,"TOPO_DOM 34..771; /note=Extracellular; /evidence=ECO:0000305|PubMed:16982628, ECO:0000305|PubMed:21421844, ECO:0000305|PubMed:22013897; TOPO_DOM 793..807; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 829..832; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 854..886; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 908..924; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 946..1019; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 1041..1047; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1069..1338; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:21421844","TRANSMEM 772..792; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 808..828; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 833..853; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 887..907; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 925..945; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 1020..1040; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 1048..1068; /note=Helical; Name=7; /evidence=ECO:0000255"
"Q9UHX3","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:22310662, ECO:0000269|PubMed:26841242}; Multi-pass membrane protein. Cell projection, ruffle membrane {ECO:0000269|PubMed:17928360}; Multi-pass membrane protein. Note=Localized at the leading edge of migrating cells. {ECO:0000269|PubMed:17928360}.",NA,"TOPO_DOM 24..540; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 562..569; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 591..605; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 627..644; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 666..683; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 705..735; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 757..760; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 782..823; /note=Cytoplasmic; /evidence=ECO:0000305","TRANSMEM 541..561; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 570..590; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 606..626; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 645..665; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 684..704; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 736..756; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 761..781; /note=Helical; Name=7; /evidence=ECO:0000255"
"Q8IZF4","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q3V3Z3}; Multi-pass membrane protein {ECO:0000305|PubMed:25713288}.",NA,"TOPO_DOM 22..250; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 272..290; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 312..323; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 345..353; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 375..413; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 435..456; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 480..482; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 506..528; /note=Cytoplasmic; /evidence=ECO:0000305","TRANSMEM 251..271; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 291..311; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 324..344; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 354..374; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 414..434; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 457..479; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 483..505; /note=Helical; Name=7; /evidence=ECO:0000255"
"P35348","SUBCELLULAR LOCATION: Nucleus membrane; Multi-pass membrane protein. Cell membrane {ECO:0000269|PubMed:24567387}; Multi-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000269|PubMed:24567387}. Membrane, caveola {ECO:0000269|PubMed:24567387}. Note=Location at the nuclear membrane facilitates heterooligomerization and regulates ERK-mediated signaling in cardiac myocytes. Colocalizes with GNAQ, PLCB1 as well as LAP2 at the nuclear membrane of cardiac myocytes.",NA,"TOPO_DOM 1..27; /note=Extracellular; /evidence=ECO:0000250; TOPO_DOM 52..64; /note=Cytoplasmic; /evidence=ECO:0000250; TOPO_DOM 89..99; /note=Extracellular; /evidence=ECO:0000250; TOPO_DOM 123..143; /note=Cytoplasmic; /evidence=ECO:0000250; TOPO_DOM 168..181; /note=Extracellular; /evidence=ECO:0000250; TOPO_DOM 206..273; /note=Cytoplasmic; /evidence=ECO:0000250; TOPO_DOM 298..305; /note=Extracellular; /evidence=ECO:0000250; TOPO_DOM 330..466; /note=Cytoplasmic; /evidence=ECO:0000250","TRANSMEM 28..51; /note=Helical; Name=1; /evidence=ECO:0000250; TRANSMEM 65..88; /note=Helical; Name=2; /evidence=ECO:0000250; TRANSMEM 100..122; /note=Helical; Name=3; /evidence=ECO:0000250; TRANSMEM 144..167; /note=Helical; Name=4; /evidence=ECO:0000250; TRANSMEM 182..205; /note=Helical; Name=5; /evidence=ECO:0000250; TRANSMEM 274..297; /note=Helical; Name=6; /evidence=ECO:0000250; TRANSMEM 306..329; /note=Helical; Name=7; /evidence=ECO:0000250"
"P18089","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23105096, ECO:0000269|PubMed:26811329, ECO:0000269|PubMed:27901063}; Multi-pass membrane protein {ECO:0000269|PubMed:23105096}. Note=Interaction with RAB26, GGA1, GGA2 and GGA3 mediates transport from the Golgi to the cell membrane. {ECO:0000269|PubMed:23105096, ECO:0000269|PubMed:26811329, ECO:0000269|PubMed:27901063}.",NA,"TOPO_DOM 1..12; /note=Extracellular; /evidence=ECO:0000250; TOPO_DOM 39..48; /note=Cytoplasmic; /evidence=ECO:0000250; TOPO_DOM 70..86; /note=Extracellular; /evidence=ECO:0000250; TOPO_DOM 108..128; /note=Cytoplasmic; /evidence=ECO:0000250; TOPO_DOM 150..172; /note=Extracellular; /evidence=ECO:0000250; TOPO_DOM 194..368; /note=Cytoplasmic; /evidence=ECO:0000250; TOPO_DOM 390..405; /note=Extracellular; /evidence=ECO:0000250; TOPO_DOM 427..450; /note=Cytoplasmic; /evidence=ECO:0000250","TRANSMEM 13..38; /note=Helical; Name=1; /evidence=ECO:0000250; TRANSMEM 49..69; /note=Helical; Name=2; /evidence=ECO:0000250; TRANSMEM 87..107; /note=Helical; Name=3; /evidence=ECO:0000250; TRANSMEM 129..149; /note=Helical; Name=4; /evidence=ECO:0000250; TRANSMEM 173..193; /note=Helical; Name=5; /evidence=ECO:0000250; TRANSMEM 369..389; /note=Helical; Name=6; /evidence=ECO:0000250; TRANSMEM 406..426; /note=Helical; Name=7; /evidence=ECO:0000250"
"Q8IUX7","SUBCELLULAR LOCATION: [Isoform 1]: Secreted {ECO:0000250|UniProtKB:Q640N1}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000250|UniProtKB:Q640N1}. Nucleus {ECO:0000250|UniProtKB:Q640N1}.",NA,NA,NA
"Q6ULP2","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14665628, ECO:0000269|PubMed:15758025}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:15758025}. Cytoplasmic vesicle, clathrin-coated vesicle {ECO:0000269|PubMed:15758025}. Note=Co-localizes with AP1G1/AP-1 in the cytoplasm (PubMed:14665628, PubMed:15758025). Recruited to the perinuclear region by AP1G1/AP-1 (PubMed:15758025). {ECO:0000269|PubMed:14665628, ECO:0000269|PubMed:15758025}.",NA,NA,NA
"P52594","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10613896, ECO:0000269|PubMed:7634337}. Cytoplasmic vesicle {ECO:0000269|PubMed:10613896}.",NA,NA,NA
"Q53H12","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:15939762, ECO:0000269|PubMed:16269826, ECO:0000269|PubMed:28712724, ECO:0000269|PubMed:28712726}; Peripheral membrane protein {ECO:0000269|PubMed:28712724}. Mitochondrion intermembrane space {ECO:0000269|PubMed:28712724, ECO:0000269|PubMed:28712726}. Note=Localizes in the mitochondrion intermembrane space, where it associates with the inner membrane (PubMed:28712724). It is unclear whether the N-terminal hydrophobic region forms a transmembrane region or associates with the membrane without crossing it (PubMed:28712724, PubMed:28712726). {ECO:0000269|PubMed:28712724, ECO:0000269|PubMed:28712726}.",NA,NA,NA
"Q6ZNB7","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:20643956}; Multi-pass membrane protein {ECO:0000269|PubMed:20643956}.",NA,NA,"TRANSMEM 43..63; /note=Helical; /evidence=ECO:0000255; TRANSMEM 111..131; /note=Helical; /evidence=ECO:0000255; TRANSMEM 334..354; /note=Helical; /evidence=ECO:0000255; TRANSMEM 363..383; /note=Helical; /evidence=ECO:0000255; TRANSMEM 413..433; /note=Helical; /evidence=ECO:0000255"
"Q9NRZ5","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q8K4X7}; Multi-pass membrane protein {ECO:0000255}.",NA,NA,"TRANSMEM 11..31; /note=Helical; /evidence=ECO:0000255; TRANSMEM 125..145; /note=Helical; /evidence=ECO:0000255; TRANSMEM 307..327; /note=Helical; /evidence=ECO:0000255; TRANSMEM 338..358; /note=Helical; /evidence=ECO:0000255"
"Q8TD06","SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000269|PubMed:18086916, ECO:0000269|PubMed:25751668}. Note=Found in the cytoplasm, which could include the endoplasmic reticulum. {ECO:0000305|PubMed:26170690}.",NA,NA,NA
"Q9UPW5","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17244818, ECO:0000269|PubMed:23085998}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q641K1}. Nucleus {ECO:0000269|PubMed:23085998}. Mitochondrion {ECO:0000250|UniProtKB:Q641K1}. Note=Localizes in both the cytoplasm and nuclei of interphase and dividing cells. {ECO:0000269|PubMed:23085998}.",NA,NA,NA
"P30556","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:33713620}; Multi-pass membrane protein {ECO:0000269|PubMed:25913193, ECO:0000269|PubMed:26420482, ECO:0000269|PubMed:30639100, ECO:0000269|PubMed:32079768}.",NA,"TOPO_DOM 1..25; /note=Extracellular; /evidence=ECO:0000269|PubMed:25913193, ECO:0000269|PubMed:26420482, ECO:0000269|PubMed:30639100, ECO:0000269|PubMed:32079768, ECO:0007744|PDB:4YAY, ECO:0007744|PDB:4ZUD, ECO:0007744|PDB:6DO1, ECO:0007744|PDB:6OS0, ECO:0007744|PDB:6OS1, ECO:0007744|PDB:6OS2; TOPO_DOM 56..61; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:25913193, ECO:0000269|PubMed:26420482, ECO:0000269|PubMed:30639100, ECO:0000269|PubMed:32079768, ECO:0007744|PDB:4YAY, ECO:0007744|PDB:4ZUD, ECO:0007744|PDB:6DO1, ECO:0007744|PDB:6OS0, ECO:0007744|PDB:6OS1, ECO:0007744|PDB:6OS2; TOPO_DOM 90..98; /note=Extracellular; /evidence=ECO:0000269|PubMed:25913193, ECO:0000269|PubMed:26420482, ECO:0000269|PubMed:30639100, ECO:0000269|PubMed:32079768, ECO:0007744|PDB:4YAY, ECO:0007744|PDB:4ZUD, ECO:0007744|PDB:6DO1, ECO:0007744|PDB:6OS0, ECO:0007744|PDB:6OS1, ECO:0007744|PDB:6OS2; TOPO_DOM 126..141; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:25913193, ECO:0000269|PubMed:26420482, ECO:0000269|PubMed:30639100, ECO:0000269|PubMed:32079768, ECO:0007744|PDB:4YAY, ECO:0007744|PDB:4ZUD, ECO:0007744|PDB:6DO1, ECO:0007744|PDB:6OS0, ECO:0007744|PDB:6OS1, ECO:0007744|PDB:6OS2; TOPO_DOM 166..190; /note=Extracellular; /evidence=ECO:0000269|PubMed:25913193, ECO:0000269|PubMed:26420482, ECO:0000269|PubMed:30639100, ECO:0000269|PubMed:32079768, ECO:0007744|PDB:4YAY, ECO:0007744|PDB:4ZUD, ECO:0007744|PDB:6DO1, ECO:0007744|PDB:6OS0, ECO:0007744|PDB:6OS1, ECO:0007744|PDB:6OS2; TOPO_DOM 217..239; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:25913193, ECO:0000269|PubMed:26420482, ECO:0007744|PDB:4YAY, ECO:0007744|PDB:4ZUD; TOPO_DOM 269..278; /note=Extracellular; /evidence=ECO:0000269|PubMed:25913193, ECO:0000269|PubMed:26420482, ECO:0007744|PDB:4YAY, ECO:0007744|PDB:4ZUD; TOPO_DOM 305..359; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:25913193, ECO:0000269|PubMed:26420482, ECO:0007744|PDB:4YAY, ECO:0007744|PDB:4ZUD","TRANSMEM 26..55; /note=Helical; Name=1; /evidence=ECO:0000269|PubMed:25913193, ECO:0000269|PubMed:26420482, ECO:0000269|PubMed:30639100, ECO:0000269|PubMed:32079768, ECO:0007744|PDB:4YAY, ECO:0007744|PDB:4ZUD, ECO:0007744|PDB:6DO1, ECO:0007744|PDB:6OS0, ECO:0007744|PDB:6OS1, ECO:0007744|PDB:6OS2; TRANSMEM 62..89; /note=Helical; Name=2; /evidence=ECO:0000269|PubMed:25913193, ECO:0000269|PubMed:26420482, ECO:0000269|PubMed:30639100, ECO:0000269|PubMed:32079768, ECO:0007744|PDB:4YAY, ECO:0007744|PDB:4ZUD, ECO:0007744|PDB:6DO1, ECO:0007744|PDB:6OS0, ECO:0007744|PDB:6OS1, ECO:0007744|PDB:6OS2; TRANSMEM 99..125; /note=Helical; Name=3; /evidence=ECO:0000269|PubMed:25913193, ECO:0000269|PubMed:26420482, ECO:0000269|PubMed:30639100, ECO:0000269|PubMed:32079768, ECO:0007744|PDB:4YAY, ECO:0007744|PDB:4ZUD, ECO:0007744|PDB:6DO1, ECO:0007744|PDB:6OS0, ECO:0007744|PDB:6OS1, ECO:0007744|PDB:6OS2; TRANSMEM 142..165; /note=Helical; Name=4; /evidence=ECO:0000269|PubMed:25913193, ECO:0000269|PubMed:26420482, ECO:0000269|PubMed:30639100, ECO:0000269|PubMed:32079768, ECO:0007744|PDB:4YAY, ECO:0007744|PDB:4ZUD, ECO:0007744|PDB:6DO1, ECO:0007744|PDB:6OS0, ECO:0007744|PDB:6OS1, ECO:0007744|PDB:6OS2; TRANSMEM 191..216; /note=Helical; Name=5; /evidence=ECO:0000269|PubMed:25913193, ECO:0000269|PubMed:26420482, ECO:0000269|PubMed:30639100, ECO:0000269|PubMed:32079768, ECO:0007744|PDB:4YAY, ECO:0007744|PDB:4ZUD, ECO:0007744|PDB:6DO1, ECO:0007744|PDB:6OS0, ECO:0007744|PDB:6OS1, ECO:0007744|PDB:6OS2; TRANSMEM 240..268; /note=Helical; Name=6; /evidence=ECO:0000269|PubMed:25913193, ECO:0000269|PubMed:26420482, ECO:0007744|PDB:4YAY, ECO:0007744|PDB:4ZUD; TRANSMEM 279..304; /note=Helical; Name=7; /evidence=ECO:0000269|PubMed:25913193, ECO:0000269|PubMed:26420482, ECO:0007744|PDB:4YAY, ECO:0007744|PDB:4ZUD"
"Q6RW13","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12960423}; Multi-pass membrane protein {ECO:0000269|PubMed:12960423}. Golgi apparatus membrane {ECO:0000269|PubMed:12960423}; Multi-pass membrane protein {ECO:0000269|PubMed:12960423}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:12960423}; Multi-pass membrane protein {ECO:0000269|PubMed:12960423}. Note=Present in perinuclear vesicular membranes, Endoplasmic reticulum, Golgi and endocytic vesicles.",NA,"TOPO_DOM 1..23; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 45..55; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 77..86; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 108..159; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 24..44; /note=Helical; /evidence=ECO:0000255; TRANSMEM 56..76; /note=Helical; /evidence=ECO:0000255; TRANSMEM 87..107; /note=Helical; /evidence=ECO:0000255"
"P21549","SUBCELLULAR LOCATION: Peroxisome {ECO:0000269|PubMed:10960483, ECO:0000269|PubMed:12777626, ECO:0000269|PubMed:1703535, ECO:0000269|PubMed:23229545, ECO:0000269|PubMed:24055001, ECO:0000269|PubMed:26149463}.",NA,NA,NA
"Q9BRQ8","SUBCELLULAR LOCATION: Lipid droplet {ECO:0000269|PubMed:31634900}. Cell membrane {ECO:0000269|PubMed:31634900}; Lipid-anchor {ECO:0000305}. Cytoplasm {ECO:0000269|PubMed:11980907, ECO:0000269|PubMed:12135761, ECO:0000269|PubMed:26689472}. Mitochondrion membrane {ECO:0000269|PubMed:11980907, ECO:0000269|PubMed:26689472}. Nucleus {ECO:0000269|PubMed:26689472}.",NA,NA,"TRANSMEM 7..27; /note=Helical; /evidence=ECO:0000255"
"Q99996","SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000269|PubMed:15047863, ECO:0000269|PubMed:19242490, ECO:0000269|PubMed:25217626, ECO:0000269|PubMed:27666745}. Cytoplasm {ECO:0000269|PubMed:9915845}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:12270714, ECO:0000269|PubMed:14654843, ECO:0000269|PubMed:25657325, ECO:0000269|PubMed:29162697, ECO:0000269|PubMed:9915845}. Note=Cytoplasmic in parietal cells (PubMed:9915845). Recruited to the Golgi apparatus by GM130/GOLGA2 (PubMed:25657325). Localization at the centrosome versus Golgi apparatus may be cell line-dependent. In SKBr3 and HEK293F cells, exclusively located at the centrosome (PubMed:29162697). In HeLa, MDA-MB231 and RPE-1 cells, detected at the Golgi apparatus (PubMed:25217626, PubMed:29162697). In SK-BR-3 cells, recruited to the centrosome in the presence of CDK5RAP2 (PubMed:29162697). {ECO:0000269|PubMed:25217626, ECO:0000269|PubMed:25657325, ECO:0000269|PubMed:29162697, ECO:0000269|PubMed:9915845}.",NA,NA,NA
"P31751","SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Cell membrane; Peripheral membrane protein. Early endosome {ECO:0000250|UniProtKB:Q60823}. Note=Localizes within both nucleus and cytoplasm of proliferative primary myoblasts and mostly within the nucleus of differentiated primary myoblasts. By virtue of the N-terminal PH domain, is recruited to sites of the plasma membrane containing increased PI(3,4,5)P3 or PI(3,4)P2, cell membrane targeting is also facilitared by interaction with CLIP3. Colocalizes with WDFY2 in early endosomes (By similarity). {ECO:0000250|UniProtKB:Q60823}.",NA,NA,NA
"Q13740","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15048703, ECO:0000269|PubMed:15294938, ECO:0000269|PubMed:16352806, ECO:0000269|PubMed:23169771, ECO:0000269|PubMed:24740813, ECO:0000269|PubMed:24945728, ECO:0000269|PubMed:7760007}; Single-pass type I membrane protein {ECO:0000305}. Cell projection, axon {ECO:0000250|UniProtKB:Q61490}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q61490}. Note=Detected at the immunological synapse, i.e, at the contact zone between antigen-presenting dendritic cells and T-cells (PubMed:15294938, PubMed:16352806). Colocalizes with CD6 and the TCR/CD3 complex at the immunological synapse (PubMed:15294938). {ECO:0000269|PubMed:15294938, ECO:0000269|PubMed:16352806}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000269|PubMed:15496415}.",NA,"TOPO_DOM 28..527; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 550..583; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 528..549; /note=Helical; /evidence=ECO:0000255"
"P30838","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P47739}.",NA,NA,NA
"P09972",NA,NA,NA,NA
"Q9NP73","SUBCELLULAR LOCATION: [Isoform 2]: Endoplasmic reticulum {ECO:0000305}. Note=Could be recruited to the cytosolic face of the endoplasmic reticulum membrane through its interaction with ALG14.",NA,NA,NA
"P18054","SUBCELLULAR LOCATION: Cytoplasm, cytosol. Membrane. Note=Membrane association is stimulated by EGF.",NA,NA,NA
"O75342","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|PROSITE-ProRule:PRU00726}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:9837935}.",NA,NA,NA
"Q96Q42",NA,NA,NA,NA
"Q9UHK6","SUBCELLULAR LOCATION: Peroxisome {ECO:0000269|PubMed:11060344, ECO:0000269|PubMed:11060359, ECO:0000269|PubMed:7649182}. Mitochondrion {ECO:0000269|PubMed:11060344, ECO:0000269|PubMed:11060359, ECO:0000269|PubMed:7649182}.",NA,NA,NA
"Q9NP70","SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix.",NA,NA,NA
"P02760","SUBCELLULAR LOCATION: [Alpha-1-microglobulin]: Secreted {ECO:0000269|PubMed:11877257, ECO:0000269|PubMed:32092412}. Endoplasmic reticulum {ECO:0000269|PubMed:22096585}. Cytoplasm, cytosol {ECO:0000269|PubMed:32092412}. Cell membrane {ECO:0000269|PubMed:22096585, ECO:0000269|PubMed:32092412}; Peripheral membrane protein {ECO:0000305|PubMed:22096585, ECO:0000305|PubMed:32092412}. Nucleus membrane {ECO:0000269|PubMed:22096585}; Peripheral membrane protein {ECO:0000305|PubMed:22096585}. Mitochondrion inner membrane {ECO:0000305|PubMed:23157686}; Peripheral membrane protein {ECO:0000305|PubMed:23157686}. Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:22096585}. Note=The cellular uptake occurs via a non-endocytotic pathway and allows for localization to various membrane structures. A specific binding to plasma membrane suggests the presence of a cell receptor, yet to be identified. Directly binds collagen fibers type I. {ECO:0000269|PubMed:22096585}.; SUBCELLULAR LOCATION: [Inter-alpha-trypsin inhibitor light chain]: Secreted {ECO:0000269|PubMed:25326458, ECO:0000269|PubMed:36213313}.",NA,NA,NA
