"","Subcellular.location..CC.","Intramembrane","Topological.domain","Transmembrane"
"Q96CW1","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:31104773}. Membrane, coated pit {ECO:0000269|PubMed:31104773}; Peripheral membrane protein; Cytoplasmic side. Note=AP-2 appears to be excluded from internalizing CCVs and to disengage from sites of endocytosis seconds before internalization of the nascent CCV. {ECO:0000250|UniProtKB:P84091}.",NA,NA,NA
"O00213","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18468999}. Cytoplasm {ECO:0000269|PubMed:18468999}. Nucleus {ECO:0000269|PubMed:15031292, ECO:0000269|PubMed:18468999, ECO:0000269|PubMed:18922798, ECO:0000269|PubMed:19343227}. Cell projection, growth cone {ECO:0000250|UniProtKB:P46933}. Nucleus speckle {ECO:0000269|PubMed:17512906}. Note=Colocalizes with TSHZ3 in axonal growth cone (By similarity). Colocalizes with TSHZ3 in the nucleus (PubMed:19343227). In normal conditions, it mainly localizes to the cytoplasm, while a small fraction is tethered to the cell membrane via its interaction with APP (PubMed:18468999). Following exposure to DNA damaging agents, it is released from cell membrane and translocates to the nucleus (PubMed:18468999). Nuclear translocation is under the regulation of APP (PubMed:18468999). Colocalizes with NEK6 at the nuclear speckles (PubMed:17512906). Phosphorylation at Ser-610 by SGK1 promotes its localization to the nucleus (By similarity). {ECO:0000250|UniProtKB:P46933, ECO:0000269|PubMed:17512906, ECO:0000269|PubMed:18468999, ECO:0000269|PubMed:19343227}.",NA,NA,NA
"Q9HDC9","SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:18513186}; Single-pass type II membrane protein {ECO:0000269|PubMed:18513186}.",NA,"TOPO_DOM 2..40; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 62..416; /note=Extracellular; /evidence=ECO:0000255","TRANSMEM 41..61; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"Q9UKG1","SUBCELLULAR LOCATION: Early endosome membrane {ECO:0000269|PubMed:15016378, ECO:0000269|PubMed:20133602, ECO:0000269|PubMed:21645192}; Peripheral membrane protein {ECO:0000269|PubMed:15016378}. Nucleus {ECO:0000269|PubMed:15016378, ECO:0000269|PubMed:19433865, ECO:0000269|PubMed:26583432}. Cytoplasm {ECO:0000269|PubMed:19433865, ECO:0000269|PubMed:19661063}. Endosome {ECO:0000269|PubMed:26583432}. Cell projection, ruffle {ECO:0000250|UniProtKB:Q8K3H0}. Cytoplasmic vesicle, phagosome {ECO:0000250|UniProtKB:Q8K3H0}. Note=Early endosomal membrane-bound and nuclear. Translocated into the nucleus upon release from endosomal membranes following internalization of EGF. {ECO:0000269|PubMed:15016378}.",NA,NA,NA
"Q92482","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12239222}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P47862}. Basolateral cell membrane {ECO:0000250|UniProtKB:P47862}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P47862}.","INTRAMEM 79..92; /note=Discontinuously helical; /evidence=ECO:0000250|UniProtKB:Q96PS8; INTRAMEM 209..227; /note=Discontinuously helical; /evidence=ECO:0000250|UniProtKB:Q96PS8","TOPO_DOM 1..26; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 48..53; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 75..78; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 93..98; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 124..157; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 179..188; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 228..244; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 266..292; /note=Cytoplasmic; /evidence=ECO:0000305","TRANSMEM 27..47; /note=Helical; /evidence=ECO:0000250|UniProtKB:Q96PS8; TRANSMEM 54..74; /note=Helical; /evidence=ECO:0000250|UniProtKB:Q96PS8; TRANSMEM 99..123; /note=Helical; /evidence=ECO:0000250|UniProtKB:Q96PS8; TRANSMEM 158..178; /note=Helical; /evidence=ECO:0000250|UniProtKB:Q96PS8; TRANSMEM 189..208; /note=Helical; /evidence=ECO:0000250|UniProtKB:Q96PS8; TRANSMEM 245..265; /note=Helical; /evidence=ECO:0000250|UniProtKB:Q96PS8"
"P10398",NA,NA,NA,NA
"Q96P48","SUBCELLULAR LOCATION: Cytoplasm. Golgi apparatus, Golgi stack membrane; Peripheral membrane protein. Cell membrane. Note=Associated with Golgi stacks in resting cells. Throughout the cytoplasm and in surface protrusion in cells that are in the process of attaching to a surface and spreading.",NA,NA,NA
"P84077","SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:17555535}; Lipid-anchor {ECO:0000269|PubMed:17555535}; Cytoplasmic side {ECO:0000305}. Synapse, synaptosome {ECO:0000250|UniProtKB:P84079}. Postsynaptic density {ECO:0000250|UniProtKB:P84079}. Note=In the GDP-bound form, associates transiently with the membranes via its myristoylated N-terminus where guanine nucleotide-exchange factor (GEF)-mediated nucleotide exchange occurs (By similarity). Following nucleotide exchange, the GTP-bound form undergoes a conformational change, leading to the exposure of a myristoylated N-terminal amphipathic helix that provides stable membrane anchorage (By similarity). {ECO:0000250|UniProtKB:P84080}.",NA,NA,NA
"Q68EM7","SUBCELLULAR LOCATION: Membrane; Peripheral membrane protein. Cytoplasm. Cell junction, tight junction. Note=Associates with membranes and concentrates at sites of cell-cell contact.",NA,NA,NA
"Q8N392","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:21865595}.",NA,NA,NA
"Q9P227",NA,NA,NA,NA
"Q8N264","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton. Cell junction, adherens junction. Cell junction, focal adhesion. Cell projection. Note=Localizes to actin stress fibers. In migrating cells, localizes to membrane lamellae and protusions.",NA,NA,NA
"O14559",NA,NA,NA,NA
"Q92888","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10747909}. Membrane {ECO:0000269|PubMed:10747909}. Note=Translocated to the membrane by activated GNA13 or LPA stimulation.",NA,NA,NA
"Q9NZN5","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Membrane {ECO:0000305}. Note=Translocated to the membrane upon stimulation. {ECO:0000305}.",NA,NA,NA
"Q8TER5","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16143467}. Note=Concentrated in the perinuclear region.",NA,NA,NA
"Q15052","SUBCELLULAR LOCATION: Cell projection, lamellipodium {ECO:0000250}.",NA,NA,NA
"Q68CP9","SUBCELLULAR LOCATION: Nucleus.",NA,NA,NA
"Q14865","SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00355}.",NA,NA,NA
"Q9NXU5",NA,NA,NA,NA
"P56559","SUBCELLULAR LOCATION: Cell projection, filopodium. Cell membrane. Cytoplasm.",NA,NA,NA
"Q6P1M9",NA,NA,NA,NA
"Q92747","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:8978670}. Nucleus {ECO:0000250|UniProtKB:Q8AVT9}.",NA,NA,NA
"O15511","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:9230079}. Cell projection {ECO:0000269|PubMed:9230079}. Nucleus {ECO:0000269|PubMed:29925947}.",NA,NA,NA
"P32121","SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Cell membrane. Membrane, clathrin-coated pit {ECO:0000250}. Cytoplasmic vesicle. Note=Translocates to the plasma membrane and colocalizes with antagonist-stimulated GPCRs.",NA,NA,NA
"Q8NCT1","SUBCELLULAR LOCATION: Early endosome {ECO:0000269|PubMed:23208550}. Cell membrane {ECO:0000269|PubMed:23208550, ECO:0000269|PubMed:23236378}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cytoplasmic vesicle {ECO:0000269|PubMed:23236378}. Note=Also found in extracellular vesicles different from exosomes. {ECO:0000250|UniProtKB:A0A0B4J1F4}.",NA,NA,NA
"Q9ULH1","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Membrane {ECO:0000250}. Note=Predominantly cytoplasmic. Partially membrane-associated. {ECO:0000250}.",NA,NA,NA
"Q9UBL3","SUBCELLULAR LOCATION: Nucleus {ECO:0000305|PubMed:17355966}.",NA,NA,NA
"Q9BZE9","SUBCELLULAR LOCATION: Endomembrane system {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000269|PubMed:22207755}; Peripheral membrane protein. Cytoplasm {ECO:0000269|PubMed:23349634}. Nucleus {ECO:0000269|PubMed:23349634}.",NA,NA,NA
"O75143","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:19211835}. Preautophagosomal structure {ECO:0000269|PubMed:19211835}. Note=Under starvation conditions, is localized to puncate structures primarily representing the isolation membrane; the isolation membrane sequesters a portion of the cytoplasm resulting in autophagosome formation. {ECO:0000269|PubMed:19211835}.",NA,NA,NA
"Q9NT62","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11825910}.",NA,NA,NA
"O95352","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Preautophagosomal structure {ECO:0000250}. Note=Localizes also to discrete punctae along the ciliary axoneme and to the base of the ciliary axoneme. {ECO:0000250}.",NA,NA,NA
"P31939","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:P54113}.",NA,NA,NA
"O00244",NA,NA,NA,NA
"Q9P241","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21914794, ECO:0000269|PubMed:25947375, ECO:0000269|PubMed:30530492}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:21914794, ECO:0000269|PubMed:25947375}; Multi-pass membrane protein {ECO:0000255}. Note=Exit from the endoplasmic reticulum requires the presence of TMEM30A, but not that of TMEM30B. {ECO:0000269|PubMed:25947375}.",NA,"TOPO_DOM 1..97; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 119..121; /note=Exoplasmic loop; /evidence=ECO:0000255; TOPO_DOM 143..321; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 343..365; /note=Exoplasmic loop; /evidence=ECO:0000255; TOPO_DOM 387..1113; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 1135..1145; /note=Exoplasmic loop; /evidence=ECO:0000255; TOPO_DOM 1167..1195; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 1217..1224; /note=Exoplasmic loop; /evidence=ECO:0000255; TOPO_DOM 1246..1252; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 1274..1292; /note=Exoplasmic loop; /evidence=ECO:0000255; TOPO_DOM 1314..1426; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 98..118; /note=Helical; /evidence=ECO:0000255; TRANSMEM 122..142; /note=Helical; /evidence=ECO:0000255; TRANSMEM 322..342; /note=Helical; /evidence=ECO:0000255; TRANSMEM 366..386; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1114..1134; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1146..1166; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1196..1216; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1225..1245; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1253..1273; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1293..1313; /note=Helical; /evidence=ECO:0000255"
"Q9H7F0","SUBCELLULAR LOCATION: Recycling endosome membrane {ECO:0000269|PubMed:29505581}; Multi-pass membrane protein {ECO:0000255}. Early endosome membrane {ECO:0000269|PubMed:29505581}; Multi-pass membrane protein {ECO:0000255}. Late endosome membrane {ECO:0000269|PubMed:29505581}; Multi-pass membrane protein {ECO:0000255}. Note=Mainly targeted to the recycling endosomes and to a lesser extent to the early and late endosomes. {ECO:0000269|PubMed:29505581}.","INTRAMEM 29..49; /evidence=ECO:0000305|PubMed:29505581","TOPO_DOM 1..28; /note=Cytoplasmic; /evidence=ECO:0000305|PubMed:29505581; TOPO_DOM 50..205; /note=Cytoplasmic; /evidence=ECO:0000305|PubMed:29505581; TOPO_DOM 227..232; /note=Lumenal; /evidence=ECO:0000305|PubMed:29505581; TOPO_DOM 254..409; /note=Cytoplasmic; /evidence=ECO:0000305|PubMed:29505581; TOPO_DOM 431..448; /note=Lumenal; /evidence=ECO:0000305|PubMed:29505581; TOPO_DOM 470..940; /note=Cytoplasmic; /evidence=ECO:0000305|PubMed:29505581; TOPO_DOM 962; /note=Lumenal; /evidence=ECO:0000305|PubMed:29505581; TOPO_DOM 984..999; /note=Cytoplasmic; /evidence=ECO:0000305|PubMed:29505581; TOPO_DOM 1021..1073; /note=Lumenal; /evidence=ECO:0000305|PubMed:29505581; TOPO_DOM 1095..1105; /note=Cytoplasmic; /evidence=ECO:0000305|PubMed:29505581; TOPO_DOM 1127..1143; /note=Lumenal; /evidence=ECO:0000305|PubMed:29505581; TOPO_DOM 1165..1226; /note=Cytoplasmic; /evidence=ECO:0000305|PubMed:29505581","TRANSMEM 206..226; /note=Helical; /evidence=ECO:0000255; TRANSMEM 233..253; /note=Helical; /evidence=ECO:0000255; TRANSMEM 410..430; /note=Helical; /evidence=ECO:0000255; TRANSMEM 449..469; /note=Helical; /evidence=ECO:0000255; TRANSMEM 941..961; /note=Helical; /evidence=ECO:0000255; TRANSMEM 963..983; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1000..1020; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1074..1094; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1106..1126; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1144..1164; /note=Helical; /evidence=ECO:0000255"
"P54709","SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000250|UniProtKB:Q63377}; Single-pass type II membrane protein {ECO:0000255}. Basolateral cell membrane {ECO:0000250|UniProtKB:Q63377}; Single-pass type II membrane protein {ECO:0000255}. Melanosome {ECO:0000269|PubMed:17081065}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV.",NA,"TOPO_DOM 1..35; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 57..279; /note=Extracellular; /evidence=ECO:0000255","TRANSMEM 36..56; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"Q9Y487","SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Endosome membrane. Note=In kidney proximal tubules, also detected in subapical vesicles. {ECO:0000250}.",NA,"TOPO_DOM 1..393; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 413..414; /note=Vacuolar; /evidence=ECO:0000255; TOPO_DOM 432..445; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 476..549; /note=Vacuolar; /evidence=ECO:0000255; TOPO_DOM 570..587; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 609..651; /note=Vacuolar; /evidence=ECO:0000255; TOPO_DOM 672..739; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 765..785; /note=Vacuolar; /evidence=ECO:0000255; TOPO_DOM 825..856; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 394..412; /note=Helical; /evidence=ECO:0000255; TRANSMEM 415..431; /note=Helical; /evidence=ECO:0000255; TRANSMEM 446..475; /note=Helical; /evidence=ECO:0000255; TRANSMEM 550..569; /note=Helical; /evidence=ECO:0000255; TRANSMEM 588..608; /note=Helical; /evidence=ECO:0000255; TRANSMEM 652..671; /note=Helical; /evidence=ECO:0000255; TRANSMEM 740..764; /note=Helical; /evidence=ECO:0000255; TRANSMEM 786..824; /note=Helical; /evidence=ECO:0000255"
"Q9Y5K8","SUBCELLULAR LOCATION: Membrane {ECO:0000305|PubMed:21844891}; Peripheral membrane protein {ECO:0000305|PubMed:21844891}; Cytoplasmic side {ECO:0000305|PubMed:21844891}. Cytoplasmic vesicle, clathrin-coated vesicle membrane {ECO:0000250|UniProtKB:P39942}; Peripheral membrane protein {ECO:0000305}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:21844891}. Cell projection, cilium {ECO:0000269|PubMed:21844891}. Note=Localizes to centrosome and the base of the cilium. {ECO:0000269|PubMed:21844891}.",NA,NA,NA
"Q9UI12","SUBCELLULAR LOCATION: Cytoplasmic vesicle, clathrin-coated vesicle membrane {ECO:0000250|UniProtKB:O46563}; Peripheral membrane protein {ECO:0000305}.",NA,NA,NA
"P98198","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20947505, ECO:0000269|PubMed:20961850, ECO:0000269|PubMed:25315773}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:20961850}; Multi-pass membrane protein {ECO:0000255}. Note=Efficient exit from the endoplasmic reticulum requires the presence of TMEM30A or TMEM30B. {ECO:0000269|PubMed:20961850, ECO:0000269|PubMed:25315773}.",NA,"TOPO_DOM 1..64; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 87..92; /note=Exoplasmic loop; /evidence=ECO:0000255; TOPO_DOM 113..295; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 318..346; /note=Exoplasmic loop; /evidence=ECO:0000255; TOPO_DOM 369..889; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 911..922; /note=Exoplasmic loop; /evidence=ECO:0000255; TOPO_DOM 943..972; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 995..1008; /note=Exoplasmic loop; /evidence=ECO:0000255; TOPO_DOM 1032..1037; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 1059..1078; /note=Exoplasmic loop; /evidence=ECO:0000255; TOPO_DOM 1104..1209; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 65..86; /note=Helical; /evidence=ECO:0000255; TRANSMEM 93..112; /note=Helical; /evidence=ECO:0000255; TRANSMEM 296..317; /note=Helical; /evidence=ECO:0000255; TRANSMEM 347..368; /note=Helical; /evidence=ECO:0000255; TRANSMEM 890..910; /note=Helical; /evidence=ECO:0000255; TRANSMEM 923..942; /note=Helical; /evidence=ECO:0000255; TRANSMEM 973..994; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1009..1031; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1038..1058; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1079..1103; /note=Helical; /evidence=ECO:0000255"
"Q9UBB4","SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000269|PubMed:16498633}.",NA,NA,NA
"P54252","SUBCELLULAR LOCATION: Nucleus matrix {ECO:0000269|PubMed:9580663}. Nucleus {ECO:0000269|PubMed:30455355}. Note=Predominantly nuclear, but not exclusively, inner nuclear matrix.",NA,NA,NA
"Q14CW9","SUBCELLULAR LOCATION: Nucleus {ECO:0000255|HAMAP-Rule:MF_03047, ECO:0000269|PubMed:27601583}.",NA,NA,NA
"Q9NQS1","SUBCELLULAR LOCATION: Endomembrane system; Peripheral membrane protein. Note=Associated with intracellular membranes.",NA,NA,NA
"Q5T686",NA,NA,NA,NA
"P30530","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:28076778, ECO:0000269|PubMed:29379210, ECO:0000269|PubMed:7896447}; Single-pass type I membrane protein {ECO:0000269|PubMed:7896447}.",NA,"TOPO_DOM 26..451; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 473..894; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 452..472; /note=Helical; /evidence=ECO:0000255"
"P61769","SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:1336137, ECO:0000269|PubMed:7554280}. Cell surface {ECO:0000269|PubMed:25356553}. Note=Detected in serum and urine (PubMed:1336137, PubMed:7554280). {ECO:0000269|PubMed:7554280, ECO:0000269|Ref.6}.; SUBCELLULAR LOCATION: Note=(Microbial infection) In the presence of M.tuberculosis EsxA-EsxB complex decreased amounts of B2M are found on the cell surface (PubMed:25356553). {ECO:0000269|PubMed:25356553}.",NA,NA,NA
"P56817","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11466313}; Single-pass type I membrane protein {ECO:0000305|PubMed:11466313}. Golgi apparatus, trans-Golgi network {ECO:0000269|PubMed:11466313, ECO:0000269|PubMed:15615712, ECO:0000269|PubMed:15886016, ECO:0000269|PubMed:17425515, ECO:0000269|PubMed:20354142, ECO:0000269|PubMed:23109336}. Endoplasmic reticulum {ECO:0000269|PubMed:11466313, ECO:0000269|PubMed:17425515}. Endosome {ECO:0000269|PubMed:11466313, ECO:0000269|PubMed:15886016}. Cell surface {ECO:0000269|PubMed:11466313, ECO:0000269|PubMed:15886016, ECO:0000269|PubMed:17425515, ECO:0000269|PubMed:23109336}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:11466313, ECO:0000269|PubMed:15886016}; Single-pass type I membrane protein {ECO:0000305|PubMed:11466313}. Membrane raft {ECO:0000250|UniProtKB:P56818}. Lysosome {ECO:0000269|PubMed:16033761, ECO:0000269|PubMed:23109336, ECO:0000269|PubMed:27084579, ECO:0000269|PubMed:27302062}. Late endosome {ECO:0000269|PubMed:16033761, ECO:0000269|PubMed:23109336, ECO:0000269|PubMed:27084579, ECO:0000269|PubMed:27302062}. Early endosome {ECO:0000269|PubMed:15615712, ECO:0000269|PubMed:15886016, ECO:0000269|PubMed:23109336, ECO:0000269|PubMed:27084579, ECO:0000269|PubMed:27302062}. Recycling endosome {ECO:0000269|PubMed:15886016, ECO:0000269|PubMed:27084579, ECO:0000269|PubMed:27302062}. Cell projection, axon {ECO:0000250|UniProtKB:P56818}. Cell projection, dendrite {ECO:0000250|UniProtKB:P56818}. Note=Predominantly localized to the later Golgi/trans-Golgi network (TGN) and minimally detectable in the early Golgi compartments. A small portion is also found in the endoplasmic reticulum, endosomes and on the cell surface (PubMed:17425515, PubMed:11466313). Colocalization with APP in early endosomes is due to addition of bisecting N-acetylglucosamine wich blocks targeting to late endosomes and lysosomes (By similarity). Retrogradly transported from endosomal compartments to the trans-Golgi network in a phosphorylation- and GGA1- dependent manner (PubMed:15886016). {ECO:0000250|UniProtKB:P56818, ECO:0000269|PubMed:11466313, ECO:0000269|PubMed:15886016, ECO:0000269|PubMed:17425515}.",NA,"TOPO_DOM 22..457; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 479..501; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 458..478; /note=Helical; /evidence=ECO:0000255"
