Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Cell line expression cluster	Single cell expression cluster	Subcellular main location	Subcellular additional location	Antibody RRID	Pathology prognostics - Breast cancer	Pathology prognostics - Cervical cancer	Pathology prognostics - Colorectal cancer	Pathology prognostics - Endometrial cancer	Pathology prognostics - Glioma	Pathology prognostics - Head and neck cancer	Pathology prognostics - Liver cancer	Pathology prognostics - Lung cancer	Pathology prognostics - Melanoma	Pathology prognostics - Ovarian cancer	Pathology prognostics - Pancreatic cancer	Pathology prognostics - Prostate cancer	Pathology prognostics - Renal cancer	Pathology prognostics - Stomach cancer	Pathology prognostics - Testis cancer	Pathology prognostics - Thyroid cancer	Pathology prognostics - Urothelial cancer
EVI2B	"CD361, D17S376, EVDB"	ENSG00000185862	Ecotropic viral integration site 2B	P34910	17	31303770-31314105	"CD markers, Predicted membrane proteins"			Proto-oncogene	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		bone marrow: 189.0;lymphoid tissue: 169.8	Cell type enhanced	Detected in many		B-cells: 224.5;Hofbauer cells: 198.7;Kupffer cells: 412.7;Langerhans cells: 191.3;Macrophages: 287.7;monocytes: 451.6;Schwann cells: 148.1;T-cells: 146.5	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Immune cell enhanced	Detected in all		neutrophil: 1366.0	Group enriched	Detected in all	5	granulocytes: 1366.0;monocytes: 381.9	Group enriched	Detected in many	11	Leukemia: 48.2;lymphoma: 36.1;Myeloma: 61.1	"Adipose subcutaneous - Macrophages, Breast - Macrophages, Lung - Neutrophil_2"	Not detected	Not detected			Low region specificity	Detected in all			"HPA007346, HPA053383"	Enhanced		Approved	Plasma membrane		NA	NA			Cluster 5: Granulocytes - Unknown function	Cluster 2: Immune cells - Immune response	Cluster 44: Myeloma - Humoral immune response	Cluster 33: Macrophages - Degranulation	Plasma membrane		"HPA007346: , HPA053383: "	unprognostic (1.07e-2)	unprognostic (1.20e-2)	unprognostic (5.97e-2)	unprognostic (4.09e-3)	unprognostic (2.99e-2)	unprognostic (1.41e-2)	unprognostic (3.06e-1)	unprognostic (3.36e-2)	unprognostic (1.93e-2)	unprognostic (1.48e-1)	unprognostic (1.78e-2)	unprognostic (2.34e-1)	prognostic unfavorable (2.05e-4)	unprognostic (1.56e-2)	unprognostic (3.32e-2)	unprognostic (8.64e-2)	unprognostic (2.73e-2)
EXOC1	"BM-102, FLJ10893, SEC3, SEC3L1, Sec3p"	ENSG00000090989	Exocyst complex component 1	Q9NV70	4	55853648-55905086	"Predicted intracellular proteins, Transporters"	"Antiviral defense, Exocytosis, Host-virus interaction, Protein transport, Transport"			Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Low cell type specificity	Detected in all			Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all				Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA037706, HPA044873"	Uncertain		Uncertain	"Plasma membrane,Microtubules,Cytosol"		NA	NA			Cluster 14: Monocytes - Unknown function	Cluster 27: Brain & Skin - Unknown function	Cluster 45: Non-specific - Cell proliferation	Cluster 64: Non-specific - Transcription	"Plasma membrane, Microtubules"	Cytosol	"HPA037706: AB_10670525, HPA044873: AB_2679125"	unprognostic (7.10e-3)	unprognostic (4.48e-2)	unprognostic (8.85e-2)	unprognostic (9.22e-2)	unprognostic (9.81e-2)	unprognostic (2.63e-1)	prognostic unfavorable (2.63e-4)	unprognostic (2.84e-3)	unprognostic (4.65e-2)	unprognostic (2.04e-2)	unprognostic (4.03e-3)	unprognostic (1.55e-1)	unprognostic (1.94e-1)	unprognostic (3.11e-1)	unprognostic (2.93e-2)	unprognostic (6.24e-2)	prognostic favorable (5.50e-5)
EXOC7	"BLOM4, EXO70, Exo70p, KIAA1067, YJL085W"	ENSG00000182473	Exocyst complex component 7	Q9UPT5	17	76081016-76121576	"Human disease related genes, Predicted intracellular proteins, Transporters"	"Exocytosis, Protein transport, Transport"		Epilepsy	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Low cell type specificity	Detected in all			Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all				Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA022840, HPA022842"	Supported		Approved	"Vesicles,Plasma membrane,Cytosol"		NA	NA			Cluster 51: Monocytes - Innate immune response	Cluster 52: Non-specific - Ribosome	Cluster 65: Breast cancer - Unknown function	Cluster 18: Non-specific - Mixed function	Cytosol	"Vesicles, Plasma membrane"	"HPA022840: AB_1848316, HPA022842: AB_1848317"	unprognostic (5.20e-2)	unprognostic (1.08e-1)	unprognostic (1.63e-1)	unprognostic (1.27e-1)	unprognostic (1.80e-1)	unprognostic (3.49e-2)	unprognostic (2.37e-2)	unprognostic (1.88e-1)	unprognostic (1.30e-1)	unprognostic (1.02e-1)	unprognostic (2.47e-2)	unprognostic (7.39e-3)	unprognostic (1.53e-2)	unprognostic (1.73e-1)	unprognostic (1.19e-1)	unprognostic (1.05e-1)	unprognostic (1.18e-1)
EZR	VIL2	ENSG00000092820	Ezrin	P15311	6	158765741-158819368	"Cancer-related genes, Plasma proteins, Predicted intracellular proteins"	Cell shape		Cancer-related genes	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in many		dendritic cells: 1642.8;Syncytiotrophoblasts: 1548.1	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			"Adipose visceral - Mesothelial cells, Pancreas - Ductal cells, Skin - Keratinocyte (other), Thyroid - Thyroid glandular cells"	Low region specificity	Detected in all			Low region specificity	Detected in all			"CAB004035, HPA021616, CAB047324, CAB075739"	Enhanced		Supported	Plasma membrane		NA	NA		42000000	Cluster 43: B-cells - Humoral immune response	Cluster 48: Parathyroid gland - membrane proteins	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 1: T-cells - Immune response	Plasma membrane		"CAB004035: AB_2100309, CAB047324: , CAB075739: AB_2665745, HPA021616: AB_1848342"	unprognostic (4.79e-3)	unprognostic (1.48e-1)	unprognostic (1.97e-2)	unprognostic (2.50e-1)	unprognostic (1.07e-1)	unprognostic (1.31e-3)	unprognostic (1.76e-2)	unprognostic (2.41e-1)	unprognostic (1.32e-1)	unprognostic (7.53e-2)	prognostic unfavorable (1.70e-4)	unprognostic (5.59e-2)	prognostic favorable (9.56e-8)	unprognostic (1.16e-1)	unprognostic (1.32e-1)	unprognostic (1.34e-2)	unprognostic (9.00e-2)
F11R	"CD321, JAM-1, JAM-A, JAM1, JAMA, JCAM, PAM-1"	ENSG00000158769	F11 receptor	Q9Y624	1	160995211-161021343	"CD markers, Plasma proteins, Predicted membrane proteins"	Host-virus interaction	"Host cell receptor for virus entry, Receptor"		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in many		Extravillous trophoblasts: 201.6	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Group enriched	Detected in all	4	eosinophil: 165.5;neutrophil: 113.4	Lineage enriched	Detected in all	5	granulocytes: 165.5	Cancer enhanced	Detected in all		testis cancer: 232.8	"Heart muscle - Endothelial cells, Skeletal muscle - Endothelial cells, Stomach - Gastric mucous cells"	Low region specificity	Detected in all			Low region specificity	Detected in all			"CAB004671, HPA043616, HPA061700"	Enhanced		Supported	"Cell Junctions,Microtubules"		NA	NA		1900000	Cluster 45: Eosinophils - Innate immune response	Cluster 37: Intestine - Unknown function	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 14: Endometrium - Transcription regulation	Microtubules	Cell Junctions	"CAB004671: AB_425964, HPA043616: , HPA061700: AB_2684589"	unprognostic (1.60e-2)	unprognostic (5.78e-3)	unprognostic (1.78e-3)	unprognostic (2.24e-1)	unprognostic (4.99e-2)	unprognostic (4.89e-2)	unprognostic (2.28e-1)	unprognostic (2.55e-1)	unprognostic (6.35e-2)	unprognostic (1.98e-3)	unprognostic (1.87e-2)	unprognostic (1.24e-1)	unprognostic (1.78e-1)	unprognostic (2.50e-1)	unprognostic (1.59e-1)	unprognostic (9.72e-3)	unprognostic (5.01e-2)
FAAP20	"C1orf86, FLJ31031"	ENSG00000162585	FA core complex associated protein 20	Q6NZ36	1	2184461-2212720	Predicted intracellular proteins	"DNA damage, DNA repair"			Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in all		Late spermatids: 325.9	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all				Low region specificity	Detected in all			Low region specificity	Detected in all			HPA038829	Uncertain		Supported	"Nucleoplasm,Nuclear bodies,Cell Junctions"		NA	NA			Cluster 52: Eosinophils - Transcription	Cluster 72: Non-specific - Transcription	Cluster 38: Non-specific - mRNA processing	Cluster 60: Proximal tubular cells - Absorption	Nucleoplasm	"Nuclear bodies, Cell Junctions"	HPA038829: AB_10673476	unprognostic (1.36e-2)	unprognostic (2.86e-2)	unprognostic (2.69e-3)	unprognostic (1.65e-1)	unprognostic (2.64e-1)	unprognostic (6.11e-2)	prognostic unfavorable (4.57e-4)	unprognostic (2.81e-1)	unprognostic (1.36e-1)	unprognostic (1.80e-1)	prognostic favorable (2.88e-4)	unprognostic (1.59e-1)	unprognostic (1.96e-3)	unprognostic (1.36e-1)	unprognostic (1.67e-1)	unprognostic (4.93e-2)	unprognostic (8.55e-2)
FABP5	"E-FABP, KFABP, PA-FABP"	ENSG00000164687	Fatty acid binding protein 5	Q01469	8	81280536-81284777	"Cancer-related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Transporters"	"Lipid transport, Transport"		Cancer-related genes	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		esophagus: 3691.0;vagina: 2600.3	Cell type enhanced	Detected in many		Basal keratinocytes: 3968.3;Basal squamous epithelial cells: 2852.6;Hofbauer cells: 2239.5;Squamous epithelial cells: 10060.5;Suprabasal keratinocytes: 8043.7	Group enriched	Detected in all	4	cervical cancer: 268.3;head and neck cancer: 288.8;urothelial cancer: 73.7	Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all				Low region specificity	Detected in all			Low region specificity	Detected in all			"CAB017831, CAB040577, HPA051895"	Enhanced		Supported	"Plasma membrane,Cytosol"	Intracellular and membrane	NA	NA		14000000	Cluster 28: Myeloid DCs - Unknown function	Cluster 84: Esophagus - Epithelial cell function	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 22: Squamous epithelial cells - Keratinization	Cytosol	Plasma membrane	"CAB017831: , CAB040577: , HPA051895: AB_2681654"	unprognostic (8.76e-2)	unprognostic (7.28e-2)	unprognostic (1.54e-2)	unprognostic (9.04e-2)	unprognostic (1.33e-3)	unprognostic (1.37e-1)	unprognostic (1.95e-3)	unprognostic (4.03e-3)	unprognostic (2.71e-1)	unprognostic (3.13e-1)	unprognostic (6.16e-2)	unprognostic (3.57e-2)	prognostic unfavorable (4.69e-10)	unprognostic (1.99e-1)	unprognostic (3.72e-1)	unprognostic (1.61e-1)	unprognostic (6.60e-2)
FADS2	"D6D, DES6, FADSD6, LLCDL2, SLL0262, TU13"	ENSG00000134824	Fatty acid desaturase 2	O95864	11	61792980-61867354	"Enzymes, FDA approved drug targets, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Electron transport, Fatty acid biosynthesis, Fatty acid metabolism, Lipid biosynthesis, Lipid metabolism, Transport"	Oxidoreductase	FDA approved drug targets	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		adrenal gland: 364.1	Cell type enriched	Detected in many	6	Basal prostatic cells: 449.9	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Skin - Sebaceous gland cells	Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA006741, HPA079284"	Approved		Approved	"Endoplasmic reticulum,Plasma membrane"		NA	NA			Cluster 40: NK-cells - Unknown function	Cluster 73: Brain - Neuropeptide signaling	Cluster 14: Bone cancer - Transcription	Cluster 70: Basal prostatic cells - Lipid metabolism	Plasma membrane	Endoplasmic reticulum	"HPA006741: AB_1078796, HPA079284: "	unprognostic (2.37e-2)	unprognostic (1.02e-1)	unprognostic (8.34e-2)	unprognostic (4.33e-3)	unprognostic (4.63e-2)	unprognostic (2.42e-2)	unprognostic (4.51e-2)	unprognostic (4.35e-3)	unprognostic (2.01e-1)	unprognostic (4.21e-2)	unprognostic (8.95e-3)	unprognostic (7.80e-2)	prognostic unfavorable (1.00e-7)	unprognostic (6.19e-2)	unprognostic (1.34e-1)	unprognostic (1.41e-2)	prognostic unfavorable (3.42e-4)
FAIM	"FAIM1, FLJ10582"	ENSG00000158234	Fas apoptotic inhibitory molecule	Q9NVQ4	3	138608606-138633376	Predicted intracellular proteins	Apoptosis			Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in all	6	retina: 235.0	Cell type enhanced	Detected in all		Cone photoreceptor cells: 220.6;Endometrial ciliated cells: 188.8;Rod photoreceptor cells: 188.5	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			"Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Thyroid - Thyroid glandular cells"					Low region specificity	Detected in all			"HPA042440, HPA052209"	Approved		Approved	"Plasma membrane,Cytosol"		NA	NA			Cluster 43: B-cells - Humoral immune response	Cluster 79: Retina - Phototransduction	Cluster 17: RS4;11 - Unknown function	Cluster 44: Photoreceptor cells - Visual perception	"Plasma membrane, Cytosol"		"HPA042440: AB_2677999, HPA052209: AB_2681761"	unprognostic (6.45e-2)	unprognostic (8.21e-3)	unprognostic (5.97e-2)	unprognostic (1.11e-1)	unprognostic (3.24e-1)	unprognostic (8.31e-2)	prognostic unfavorable (3.96e-5)	unprognostic (4.84e-2)	unprognostic (4.15e-2)	unprognostic (9.23e-3)	unprognostic (2.29e-1)	unprognostic (2.63e-2)	prognostic favorable (6.63e-4)	unprognostic (4.76e-2)	unprognostic (3.51e-1)	unprognostic (3.43e-1)	unprognostic (6.98e-2)
FAM126A	"DRCTNNB1A, HCC, HYCC1, hyccin"	ENSG00000122591	Family with sequence similarity 126 member A	Q9BYI3	7	22889371-23014130	"Disease related genes, Human disease related genes, Predicted intracellular proteins"			"Cataract, Disease variant, Leukodystrophy"	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in many		Oligodendrocytes: 125.7	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			"Prostate - Fibroblasts, Skin - Endothelial cells, Testis - Early spermatids"	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA042873	Approved		Supported	"Plasma membrane,Cytosol"		NA	NA			Cluster 45: Eosinophils - Innate immune response	Cluster 13: Striated muscle - Muscle contraction	Cluster 3: HUVEC & TIME - Signal transduction	Cluster 65: Fibroblasts - ECM organization	"Plasma membrane, Cytosol"		HPA042873: AB_2678207	unprognostic (7.94e-2)	unprognostic (2.53e-2)	unprognostic (1.58e-3)	unprognostic (1.02e-1)	unprognostic (1.96e-1)	unprognostic (7.38e-2)	unprognostic (3.54e-4)	unprognostic (1.35e-1)	unprognostic (9.76e-3)	unprognostic (1.30e-2)	unprognostic (7.23e-2)	unprognostic (6.19e-2)	prognostic unfavorable (6.04e-7)	prognostic unfavorable (5.99e-4)	unprognostic (1.87e-1)	unprognostic (2.40e-2)	prognostic unfavorable (9.03e-4)
FAM126B	"HYCC2, MGC39518"	ENSG00000155744	Family with sequence similarity 126 member B	Q8IXS8	2	200973718-201071671	Predicted intracellular proteins				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in all		Excitatory neurons: 111.8	Low cancer specificity	Detected in all			Low region specificity	Detected in many			Immune cell enriched	Detected in all	4	neutrophil: 25.7	Lineage enriched	Detected in all	6	granulocytes: 25.7	Low cancer specificity	Detected in all				Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA036166, HPA036167, HPA067307"	Uncertain		Supported	"Nucleoplasm,Cell Junctions"		NA	NA			Cluster 50: Neutrophils - Cellular senescence	Cluster 34: Non-specific - Transcription	Cluster 51: Myeloma - Humoral immune response	Cluster 33: Macrophages - Degranulation	Cell Junctions	Nucleoplasm	"HPA036166: AB_10696651, HPA036167: AB_2674982, HPA067307: AB_2685821"	unprognostic (7.47e-3)	unprognostic (5.54e-2)	unprognostic (2.52e-1)	unprognostic (9.08e-2)	unprognostic (8.96e-2)	unprognostic (3.01e-3)	unprognostic (1.11e-2)	unprognostic (2.61e-3)	unprognostic (1.34e-1)	unprognostic (1.48e-2)	unprognostic (1.79e-2)	unprognostic (1.90e-2)	unprognostic (1.06e-1)	unprognostic (1.19e-1)	unprognostic (2.44e-1)	unprognostic (1.34e-1)	unprognostic (1.10e-2)
FAM13A	"ARHGAP48, FAM13A1, KIAA0914"	ENSG00000138640	Family with sequence similarity 13 member A	O94988	4	88725955-89111398	"Plasma proteins, Predicted intracellular proteins"		GTPase activation		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in all		Excitatory neurons: 175.8;Syncytiotrophoblasts: 296.7	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in many			Low cancer specificity	Detected in all			"Testis - Sertoli cells, Thyroid - Thyroid glandular cells"	Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA038108, HPA038109"	Uncertain		Approved	"Nucleoli,Cell Junctions,Cytosol"		NA	NA			Cluster 25: Monocytes - Inflammatory response	Cluster 87: Intestine & Kidney - Transmembrane transport	Cluster 41: Non-specific - Cilium assembly	Cluster 38: Neurons - Neuronal signaling	"Cell Junctions, Cytosol"	Nucleoli	"HPA038108: AB_2675837, HPA038109: AB_10672619"	unprognostic (1.14e-1)	unprognostic (1.53e-2)	unprognostic (6.29e-2)	unprognostic (2.53e-1)	unprognostic (3.20e-1)	unprognostic (1.07e-1)	unprognostic (3.79e-1)	unprognostic (2.81e-1)	unprognostic (8.20e-2)	unprognostic (1.75e-1)	unprognostic (1.46e-3)	unprognostic (6.36e-2)	unprognostic (4.71e-1)	unprognostic (3.49e-3)	unprognostic (1.90e-2)	unprognostic (7.44e-2)	prognostic favorable (4.28e-4)
FAM161B	"C14orf44, FLJ31697"	ENSG00000156050	FAM161 centrosomal protein B	Q96MY7	14	73931501-73950414	Predicted intracellular proteins				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Group enriched	Detected in many	5	Early spermatids: 42.6;Late spermatids: 148.8	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in many			Cancer enriched	Detected in all	4	Bile duct cancer: 19.2	"Testis - Early spermatids, Testis - Late spermatids"	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA019125	Approved		Approved	"Nucleoplasm,Vesicles,Plasma membrane,Cytosol"		NA	NA			Cluster 46: Basophils - DNA binding	Cluster 21: Non-specific - Transcription	Cluster 46: Non-specific - Unknown function	Cluster 51: Late spermatids - Spermatogenesis	"Nucleoplasm, Plasma membrane"	"Vesicles, Cytosol"	HPA019125: AB_1845570	unprognostic (1.50e-1)	unprognostic (9.03e-2)	unprognostic (6.35e-2)	unprognostic (1.99e-1)	unprognostic (9.51e-2)	unprognostic (1.79e-2)	unprognostic (1.76e-3)	unprognostic (5.54e-2)	unprognostic (1.81e-1)	unprognostic (1.57e-1)	unprognostic (7.83e-2)	unprognostic (1.53e-1)	prognostic favorable (6.78e-4)	unprognostic (1.26e-1)	unprognostic (1.37e-1)	unprognostic (7.35e-2)	unprognostic (1.60e-1)
