Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
DUSP15	"bA243J16.5, bA243J16.6, C20orf57, FLJ20645, VHY"	ENSG00000149599	"Dual specificity phosphatase 15"	Q9H1R2	20	31847637-31870747	"Enzymes, Predicted intracellular proteins"		"Hydrolase, Protein phosphatase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	4	"testis: 210.5"	"Group enriched"	"Detected in many"	5	"Distal tubular cells: 258.1;Early spermatids: 271.8;Late spermatids: 952.2"	"Cancer enhanced"	"Detected in many"		"renal cancer: 6.2"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA076649	Enhanced		Approved	"Plasma membrane,Cytosol"		NA	NA				"Cluster 43: Testis - Unknown function"	"Cluster 7: Neuronal cell lines - Stereocilium"	"Cluster 6: Late spermatids - Spermatogenesis"	"Plasma membrane, Cytosol"		"HPA076649: AB_2686811"	"unprognostic (3.84e-2)"	"unprognostic (2.30e-1)"	"unprognostic (2.28e-1)"	"unprognostic (9.01e-3)"	"unprognostic (3.88e-2)"	"unprognostic (2.36e-1)"	"unprognostic (1.47e-2)"	"unprognostic (2.24e-2)"	"unprognostic (1.43e-1)"	"unprognostic (1.76e-1)"	"unprognostic (1.48e-5)"	"unprognostic (7.31e-2)"	"prognostic favorable (5.40e-7)"	"unprognostic (2.79e-2)"	"unprognostic (1.93e-1)"	"unprognostic (3.11e-3)"	"unprognostic (2.55e-1)"
DYSF	"FER1L1, LGMD2B"	ENSG00000135636	Dysferlin	O75923	2	71453722-71686768	"Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters"			"Disease variant, Limb-girdle muscular dystrophy"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"skeletal muscle: 95.3"	"Cell type enhanced"	"Detected in many"		"Adipocytes: 27.6;Endothelial cells: 42.2;Excitatory neurons: 34.3;Oligodendrocytes: 59.1;Skeletal myocytes: 38.6;Syncytiotrophoblasts: 66.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"Immune cell enriched"	"Detected in some"	7	"neutrophil: 27.0"	"Lineage enriched"	"Detected in many"	7	"granulocytes: 27.0"	"Low cancer specificity"	"Detected in many"			"Adipose subcutaneous - Endothelial cells, Adipose visceral - Endothelial cells, Breast - Endothelial cells, Kidney - Endothelial cells, Lung - Neutrophil_2, Thyroid - Endothelial cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"CAB002510, HPA017071, HPA021945"	Enhanced		Supported	"Plasma membrane,Centriolar satellite"		Yes	No			"Cluster 9: Neutrophils - Innate immune response"	"Cluster 59: Non-specific - Translation"	"Cluster 42: Sarcoma - Muscle contraction"	"Cluster 66: Endothelial cells - Angiogenesis"	"Plasma membrane, Centriolar satellite"		"CAB002510: AB_442097, HPA017071: AB_1847927, HPA021945: AB_1847928"	"unprognostic (1.04e-1)"	"unprognostic (7.66e-3)"	"unprognostic (5.43e-3)"	"unprognostic (1.66e-2)"	"unprognostic (1.65e-1)"	"unprognostic (2.42e-1)"	"unprognostic (4.43e-2)"	"unprognostic (1.14e-1)"	"unprognostic (2.70e-1)"	"unprognostic (3.21e-1)"	"unprognostic (2.93e-1)"	"unprognostic (6.43e-2)"	"unprognostic (4.88e-3)"	"unprognostic (1.22e-2)"	"unprognostic (3.18e-2)"	"unprognostic (1.36e-1)"	"unprognostic (5.97e-3)"
ECSCR	"ARIA, ECSM2"	ENSG00000249751	"Endothelial cell surface expressed chemotaxis and apoptosis regulator"	Q19T08	5	139448560-139462743	"Predicted membrane proteins"	"Angiogenesis, Apoptosis, Chemotaxis, Differentiation"	"Developmental protein"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Group enriched"	"Detected in many"	13	"Adipocytes: 242.8;Endothelial cells: 304.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"ovarian cancer: 19.7;pancreatic cancer: 12.6"	"Adipose visceral - Endothelial cells, Colon - Endothelial cells, Heart muscle - Endothelial cells, Kidney - Endothelial cells, Liver - Vascular Endothelial cells, Lung - Endothelial cells, Pancreas - Endothelial cells, Prostate - Endothelial cells, Skin - Endothelial cells, Testis - Endothelial cells, Thyroid - Endothelial cells"									HPA063337			Supported	"Nucleoplasm,Vesicles,Plasma membrane"		NA	NA			"Cluster 36: GdT-cells - Adaptive immune response"	"Cluster 82: Adipose tissue - ECM organization"	"Cluster 3: HUVEC & TIME - Signal transduction"	"Cluster 66: Endothelial cells - Angiogenesis"	"Vesicles, Plasma membrane"	Nucleoplasm	"HPA063337: AB_2732701"	"unprognostic (5.91e-2)"	"unprognostic (2.37e-2)"	"unprognostic (1.95e-2)"	"unprognostic (2.83e-2)"	"unprognostic (3.69e-2)"	"unprognostic (2.15e-3)"	"unprognostic (3.95e-2)"	"unprognostic (1.12e-1)"	"unprognostic (2.29e-2)"	"unprognostic (1.78e-1)"	"unprognostic (2.78e-2)"	"unprognostic (1.91e-1)"	"unprognostic (1.83e-3)"	"unprognostic (2.41e-3)"	"unprognostic (1.36e-1)"	"unprognostic (9.90e-2)"	"unprognostic (2.91e-1)"
EDA2R	"EDA-A2R, EDAA2R, TNFRSF27, XEDAR"	ENSG00000131080	"Ectodysplasin A2 receptor"	Q9HAV5	X	66595637-66639298	"Predicted membrane proteins"	Differentiation	"Developmental protein, Receptor"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enriched"	"Detected in many"	6	"Skeletal myocytes: 48.5"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"testis cancer: 25.2"	"Adipose subcutaneous - Adipose progenitor cells, Skeletal muscle - Fibroblasts"	"Not detected"	"Not detected"							HPA054522			Approved	"Cell Junctions"		NA	NA				"Cluster 89: Fibroblasts - ECM organization"	"Cluster 68: Kidney - Mixed function"	"Cluster 27: Skeletal myocytes - Muscle contraction"	"Cell Junctions"		"HPA054522: AB_2682516"	"unprognostic (1.31e-3)"	"unprognostic (3.17e-3)"	"unprognostic (2.19e-1)"	"unprognostic (8.49e-3)"	"unprognostic (4.15e-3)"	"unprognostic (3.63e-3)"	"unprognostic (2.48e-2)"	"unprognostic (3.37e-2)"	"unprognostic (2.82e-1)"	"unprognostic (7.17e-2)"	"unprognostic (6.04e-2)"	"unprognostic (2.74e-1)"	"unprognostic (1.01e-1)"	"unprognostic (2.12e-2)"	"unprognostic (8.23e-2)"	"unprognostic (4.92e-2)"	"unprognostic (3.08e-1)"
EDIL3	DEL1	ENSG00000164176	"EGF like repeats and discoidin domains 3"	O43854	5	83940554-84384880	"Predicted secreted proteins"	"Cell adhesion"	"Developmental protein"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	6	"brain: 256.8"	"Group enriched"	"Detected in many"	5	"Oligodendrocyte precursor cells: 537.7;Oligodendrocytes: 2001.0"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Brain cancer: 123.7;Kidney cancer: 125.1"	"Adipose subcutaneous - Smooth muscle cells, Adipose visceral - Smooth muscle cells, Prostate - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA020415, HPA022122"	Approved		Uncertain	"Plasma membrane"	"Secreted to blood"	NA	NA				"Cluster 70: Brain - Nervous system development"	"Cluster 20: Connective tissue cells - ECM organization"	"Cluster 8: Oligodendrocytes - Myelin sheath organization"	"Plasma membrane"		"HPA020415: AB_2670434, HPA022122: "	"unprognostic (9.93e-3)"	"unprognostic (2.38e-1)"	"unprognostic (2.71e-2)"	"unprognostic (8.63e-2)"	"unprognostic (2.22e-1)"	"unprognostic (1.01e-1)"	"unprognostic (1.16e-2)"	"unprognostic (9.19e-2)"	"unprognostic (6.64e-3)"	"unprognostic (2.98e-1)"	"unprognostic (1.56e-1)"	"unprognostic (1.04e-1)"	"unprognostic (1.03e-3)"	"unprognostic (2.52e-2)"	"unprognostic (1.05e-1)"	"unprognostic (1.52e-2)"	"unprognostic (1.28e-3)"
EDNRA	"ET-A, ETA-R, hET-AR"	ENSG00000151617	"Endothelin receptor type A"	P25101	4	147480917-147544954	"Disease related genes, FDA approved drug targets, G-protein coupled receptors, Human disease related genes, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"Disease variant, FDA approved drug targets, Hypotrichosis"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"seminal vesicle: 113.9"	"Cell type enhanced"	"Detected in many"		"Endometrial stromal cells: 118.1;Leydig cells: 44.0;Peritubular cells: 68.2;Smooth muscle cells: 92.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Adipose subcutaneous - Smooth muscle cells, Breast - Smooth muscle cells, Liver - Hepatic stellate cells, Thyroid - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA013774, CAB018957"	Uncertain		Approved	"Plasma membrane,Cytosol"		NA	NA				"Cluster 89: Fibroblasts - ECM organization"	"Cluster 20: Connective tissue cells - ECM organization"	"Cluster 72: Smooth muscle cells - ECM organization"	"Plasma membrane, Cytosol"		"CAB018957: AB_2039838, HPA013774: AB_1847994"	"unprognostic (3.08e-2)"	"unprognostic (6.28e-2)"	"unprognostic (1.78e-1)"	"unprognostic (3.42e-1)"	"unprognostic (1.07e-2)"	"unprognostic (1.39e-1)"	"unprognostic (3.20e-2)"	"unprognostic (7.20e-2)"	"unprognostic (2.75e-3)"	"unprognostic (1.47e-2)"	"unprognostic (1.34e-3)"	"unprognostic (2.88e-1)"	"prognostic unfavorable (1.50e-7)"	"prognostic unfavorable (3.93e-4)"	"unprognostic (6.20e-3)"	"unprognostic (3.11e-2)"	"unprognostic (2.53e-3)"
EDNRB	"ETB, HSCR, HSCR2"	ENSG00000136160	"Endothelin receptor type B"	P24530	13	77895481-77975529	"Disease related genes, FDA approved drug targets, G-protein coupled receptors, Human disease related genes, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"Albinism, Deafness, Disease variant, FDA approved drug targets, Hirschsprung disease, Waardenburg syndrome"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"placenta: 127.8"	"Cell type enhanced"	"Detected in many"		"Adipocytes: 110.0;Astrocytes: 122.4;Endothelial cells: 80.0;Leydig cells: 83.6;Melanocytes: 175.9;Muller glia cells: 104.0;Sertoli cells: 105.0;Smooth muscle cells: 83.3"	"Cancer enhanced"	"Detected in all"		"melanoma: 127.7"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	12	"Myeloma: 93.7;skin cancer: 125.5"	"Liver - Hepatic stellate cells, Testis - Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB017842, HPA027546"	Approved		Supported	"Plasma membrane,Cytosol"		NA	NA			"Cluster 7: Monocytes - Unknown function"	"Cluster 57: Non-specific - Angiogenesis"	"Cluster 44: Myeloma - Humoral immune response"	"Cluster 72: Smooth muscle cells - ECM organization"	"Plasma membrane"	Cytosol	"CAB017842: , HPA027546: AB_2672327"	"unprognostic (7.75e-2)"	"unprognostic (6.73e-2)"	"unprognostic (1.41e-3)"	"unprognostic (2.59e-2)"	"unprognostic (8.37e-2)"	"unprognostic (2.45e-3)"	"unprognostic (4.17e-3)"	"unprognostic (5.43e-2)"	"unprognostic (1.02e-1)"	"unprognostic (1.38e-2)"	"unprognostic (3.40e-2)"	"unprognostic (3.01e-2)"	"prognostic favorable (7.20e-5)"	"unprognostic (1.59e-2)"	"unprognostic (3.86e-2)"	"unprognostic (4.58e-2)"	"unprognostic (6.77e-3)"
EFCAB1	FLJ11767	ENSG00000034239	"EF-hand calcium binding domain 1"	Q9HAE3	8	48710789-48735311	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"fallopian tube: 91.6;testis: 37.5"	"Group enriched"	"Detected in some"	8	"Early spermatids: 412.4;Endometrial ciliated cells: 158.8;Late spermatids: 602.5;Respiratory ciliated cells: 204.1"	"Cancer enhanced"	"Detected in some"		"endometrial cancer: 2.9"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"neutrophil: 1.2"	"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in some"			"Lung - Respiratory ciliated cells, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"HPA023527, HPA069955"	Enhanced		Approved	"Nucleoplasm,Plasma membrane"		NA	NA			"Cluster 50: Neutrophils - Cellular senescence"	"Cluster 42: Ciliated cells - Cilium & Cell projection"	"Cluster 7: Neuronal cell lines - Stereocilium"	"Cluster 36: Spermatids - Spermatogenesis"	Nucleoplasm	"Plasma membrane"	"HPA023527: AB_2231065, HPA069955: AB_2686220"	"unprognostic (5.29e-3)"	"unprognostic (7.39e-3)"	"unprognostic (1.05e-1)"	"unprognostic (2.67e-3)"	"unprognostic (4.67e-2)"	"unprognostic (2.77e-1)"	"unprognostic (9.81e-2)"	"unprognostic (1.62e-1)"	"unprognostic (2.52e-2)"	"unprognostic (1.85e-1)"	"unprognostic (5.94e-3)"	"unprognostic (7.81e-2)"	"unprognostic (4.87e-3)"	"unprognostic (4.81e-2)"	"unprognostic (1.99e-1)"	"unprognostic (2.51e-1)"	"unprognostic (3.47e-3)"
EFHC2	"FLJ22843, MRX74"	ENSG00000183690	"EF-hand domain containing 2"	Q5JST6	X	44147872-44343672	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"choroid plexus: 17.1;fallopian tube: 14.7"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 31.0;Early spermatids: 86.7;Endometrial ciliated cells: 58.9;Late spermatids: 23.7;Respiratory ciliated cells: 55.9"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	7	"basophil: 16.4;NK-cell: 5.8"	"Group enriched"	"Detected in many"	7	"granulocytes: 16.4;NK-cells: 5.8"	"Cancer enhanced"	"Detected in some"		"Leukemia: 1.5"	"Adipose subcutaneous - Smooth muscle cells, Heart muscle - Cardiomyocytes, Lung - Respiratory ciliated cells, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA034492	Approved	Supported	Approved	"Nucleoplasm,Nucleoli fibrillar center,Plasma membrane"		NA	NA			"Cluster 38: Basophils - Unknown function"	"Cluster 42: Ciliated cells - Cilium & Cell projection"	"Cluster 66: Myeloid cells - Innate immune response"	"Cluster 56: Ciliated cells - Cilium assembly"	"Nucleoplasm, Nucleoli fibrillar center"	"Plasma membrane"	"HPA034492: AB_10671227"	"unprognostic (1.93e-1)"	"unprognostic (7.80e-3)"	"unprognostic (7.35e-2)"	"unprognostic (2.75e-1)"	"unprognostic (6.83e-3)"	"unprognostic (5.07e-2)"	"unprognostic (4.29e-2)"	"unprognostic (1.75e-2)"	"unprognostic (3.50e-2)"	"unprognostic (2.90e-2)"	"unprognostic (3.88e-2)"	"unprognostic (1.86e-2)"	"unprognostic (7.89e-2)"	"unprognostic (1.06e-1)"	"unprognostic (6.13e-4)"	"unprognostic (1.64e-3)"	"unprognostic (4.97e-2)"
EFR3B	"FLJ37871, KIAA0953"	ENSG00000084710	"EFR3 homolog B"	Q9Y2G0	2	25042076-25159135	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 53.1;skeletal muscle: 20.0"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 123.0;Excitatory neurons: 57.8;Inhibitory neurons: 108.3;Late spermatids: 46.3;Microglial cells: 52.9;Oligodendrocytes: 48.4"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"basophil: 1.3"	"Lineage enriched"	"Detected in single"	5	"granulocytes: 1.3"	"Low cancer specificity"	"Detected in many"			"Adipose visceral - Endothelial cells, Colon - Enteric glia cells, Lung - Alveolar cells type 1"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA038089, HPA071831"	Uncertain		Supported	"Plasma membrane,Actin filaments,Cytosol"		NA	NA			"Cluster 46: Basophils - DNA binding"	"Cluster 10: Brain - Neuronal signaling"	"Cluster 41: Non-specific - Cilium assembly"	"Cluster 37: Neurons - Neuronal signaling"	"Plasma membrane"	"Actin filaments, Cytosol"	"HPA038089: AB_10672618, HPA071831: "	"unprognostic (9.31e-2)"	"unprognostic (3.92e-1)"	"unprognostic (2.10e-1)"	"unprognostic (2.23e-1)"	"unprognostic (1.90e-1)"	"unprognostic (2.44e-2)"	"unprognostic (1.24e-3)"	"unprognostic (3.82e-1)"	"unprognostic (3.42e-1)"	"unprognostic (1.32e-2)"	"unprognostic (4.49e-6)"	"unprognostic (4.83e-2)"	"unprognostic (4.43e-2)"	"unprognostic (1.89e-1)"	"unprognostic (2.46e-1)"	"unprognostic (1.13e-1)"	"unprognostic (1.55e-1)"
EGFR	"ERBB, ERBB1"	ENSG00000146648	"Epidermal growth factor receptor"	P00533	7	55019017-55211628	"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, RAS pathway related proteins"	"Host-virus interaction"	"Developmental protein, Host cell receptor for virus entry, Kinase, Receptor, Transferase, Tyrosine-protein kinase"	"Cancer-related genes, Disease variant, FDA approved drug targets, Proto-oncogene"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Cytotrophoblasts: 281.0;Salivary duct cells: 238.8;Syncytiotrophoblasts: 433.6"	"Cancer enhanced"	"Detected in all"		"glioma: 136.0"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Heart muscle - Fibroblasts, Prostate - Prostate basal glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB000035, HPA001200, HPA018530, CAB068186, CAB073534"	Enhanced		Enhanced	"Plasma membrane,Cell Junctions"	"Secreted to blood"	NA	NA	4740000	88000000		"Cluster 31: Skin - Epidermis development"	"Cluster 60: Keratinocytes - Epithelial cell function"	"Cluster 65: Fibroblasts - ECM organization"	"Plasma membrane, Cell Junctions"		"CAB000035: , CAB068186: AB_2665679, CAB073534: , HPA001200: AB_1078723, HPA018530: AB_1848044"	"unprognostic (2.62e-2)"	"unprognostic (9.56e-3)"	"unprognostic (1.59e-1)"	"unprognostic (7.51e-2)"	"unprognostic (1.08e-1)"	"unprognostic (1.27e-2)"	"unprognostic (6.11e-2)"	"unprognostic (4.88e-2)"	"unprognostic (2.85e-2)"	"unprognostic (3.30e-3)"	"unprognostic (1.78e-3)"	"unprognostic (1.04e-1)"	"unprognostic (1.93e-3)"	"unprognostic (6.98e-3)"	"unprognostic (1.72e-1)"	"unprognostic (6.62e-2)"	"prognostic unfavorable (2.04e-5)"
EHBP1L1	"DKFZp762C186, TANGERIN"	ENSG00000173442	"EH domain binding protein 1 like 1"	Q8N3D4	11	65576046-65592650	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"skeletal muscle: 255.7"	"Cell type enhanced"	"Detected in many"		"Kupffer cells: 79.8;monocytes: 120.8;Skeletal myocytes: 172.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Breast - Smooth muscle cells, Prostate - Smooth muscle cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"HPA039479, HPA073476"	Enhanced		Approved	"Vesicles,Plasma membrane"		NA	NA		110000		"Cluster 59: Non-specific - Translation"	"Cluster 58: Non-specific - Basic cellular processes"	"Cluster 15: Smooth muscle cells - Muscle contraction"	"Vesicles, Plasma membrane"		"HPA039479: AB_10795678, HPA073476: "	"unprognostic (1.87e-2)"	"unprognostic (1.10e-1)"	"unprognostic (1.48e-2)"	"unprognostic (7.73e-3)"	"unprognostic (1.31e-1)"	"unprognostic (2.84e-1)"	"unprognostic (2.41e-3)"	"unprognostic (2.35e-1)"	"unprognostic (1.01e-1)"	"unprognostic (1.84e-2)"	"unprognostic (3.36e-2)"	"unprognostic (1.13e-1)"	"prognostic unfavorable (1.45e-4)"	"unprognostic (6.10e-3)"	"unprognostic (5.02e-2)"	"unprognostic (3.50e-2)"	"unprognostic (1.10e-1)"
EHD2	PAST2	ENSG00000024422	"EH domain containing 2"	Q9NZN4	19	47713422-47743134	"Predicted intracellular proteins"		Hydrolase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Adipocytes: 150.6;Alveolar cells type 1: 234.1;Leydig cells: 96.7;Peritubular cells: 97.0;Sertoli cells: 102.3;Smooth muscle cells: 139.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Colon - Smooth muscle cells, Prostate - Smooth muscle cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA047394, HPA049890, HPA049986, HPA066751"	Approved		Supported	"Plasma membrane"		NA	NA		1500000		"Cluster 89: Fibroblasts - ECM organization"	"Cluster 20: Connective tissue cells - ECM organization"	"Cluster 72: Smooth muscle cells - ECM organization"	"Plasma membrane"		"HPA047394: AB_2680026, HPA049890: AB_2680936, HPA049986: AB_2680983, HPA066751: AB_2685713"	"unprognostic (1.50e-1)"	"unprognostic (2.11e-2)"	"unprognostic (3.16e-3)"	"unprognostic (1.54e-1)"	"unprognostic (3.33e-2)"	"unprognostic (5.42e-3)"	"unprognostic (3.36e-2)"	"unprognostic (1.33e-2)"	"unprognostic (2.70e-3)"	"prognostic unfavorable (8.75e-4)"	"unprognostic (5.49e-3)"	"unprognostic (9.50e-2)"	"prognostic unfavorable (3.98e-4)"	"unprognostic (6.59e-3)"	"unprognostic (6.48e-2)"	"unprognostic (1.82e-2)"	"unprognostic (3.06e-3)"
