Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
FIBCD1	FLJ14810	ENSG00000130720	"Fibrinogen C domain containing 1"	Q8N539	9	130902438-130939286	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"adrenal gland: 9.9;brain: 26.7;parathyroid gland: 12.5"	"Cell type enhanced"	"Detected in some"		"Cytotrophoblasts: 10.8;Early spermatids: 20.6;Horizontal cells: 12.8;Intestinal goblet cells: 17.1;Late spermatids: 33.8;Spermatogonia: 17.0;Undifferentiated cells: 13.5"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"Immune cell enriched"	"Detected in single"	6	"non-classical monocyte: 1.1"	"Lineage enriched"	"Detected in single"	11	"monocytes: 1.1"	"Cancer enhanced"	"Detected in many"		"Kidney cancer: 22.6"	"Testis - Sertoli cells"	"Group enriched"	"Detected in many"	4	"basal ganglia: 17.6;hippocampal formation: 68.4"	"Region enriched"	"Detected in many"	5	"hippocampal formation: 57.3"	HPA055353	Approved		Approved	"Cell Junctions"		NA	NA		19000000	"Cluster 51: Monocytes - Innate immune response"	"Cluster 10: Brain - Neuronal signaling"	"Cluster 19: Stomach & Colon cancer - Absorption"	"Cluster 74: Pancreatic cells - Mixed function"	"Cell Junctions"		"HPA055353: AB_2682791"	"unprognostic (1.18e-3)"	"unprognostic (2.70e-1)"	"unprognostic (4.69e-2)"	"unprognostic (5.63e-2)"	"unprognostic (9.11e-2)"	"unprognostic (1.62e-1)"	"unprognostic (4.16e-5)"	"unprognostic (1.83e-3)"	"unprognostic (3.14e-1)"	"unprognostic (1.28e-1)"	"unprognostic (2.05e-2)"	"unprognostic (4.45e-2)"	"unprognostic (1.42e-6)"	"unprognostic (1.66e-1)"	"unprognostic (5.53e-2)"	"unprognostic (6.68e-3)"	"unprognostic (2.77e-1)"
FOXA2	HNF3B	ENSG00000125798	"Forkhead box A2"	Q9Y261	20	22580998-22585455	"Cancer-related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, Chromatin regulator, Developmental protein, DNA-binding"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"liver: 36.2;pancreas: 26.6;stomach 1: 31.1"	"Cell type enhanced"	"Detected in some"		"Alveolar cells type 1: 47.8;Alveolar cells type 2: 54.8;Cholangiocytes: 52.0;Endometrial ciliated cells: 30.6;Enteroendocrine cells: 30.5;Exocrine glandular cells: 34.6;Gastric mucus-secreting cells: 40.5;Hepatocytes: 60.9;Intestinal goblet cells: 58.9;Undifferentiated cells: 30.8"	"Low cancer specificity"	"Detected in many"			"Region enriched"	"Detected in single"	5	"midbrain: 2.5"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"liver cancer: 18.2"	"Colon - Colon enterocytes, Lung - Alveolar cells type 2"	"Not detected"	"Not detected"			"Region enriched"	"Detected in single"	9	"midbrain: 3.9"	"CAB001388, HPA066846"	Enhanced		Supported	"Nucleoplasm,Cell Junctions"		NA	NA				"Cluster 29: Non-specific - Vesicular transport"	"Cluster 41: Non-specific - Cilium assembly"	"Cluster 26: Intestinal epithelial cells - Absorption"	"Nucleoplasm, Cell Junctions"		"CAB001388: AB_2262810, HPA066846: AB_2685736"		"unprognostic (1.19e-1)"	"unprognostic (1.99e-1)"	"prognostic favorable (7.57e-6)"	"unprognostic (6.82e-2)"	"unprognostic (1.50e-6)"	"unprognostic (1.38e-1)"	"unprognostic (8.17e-2)"		"prognostic favorable (6.28e-4)"	"prognostic favorable (2.34e-4)"	"unprognostic (3.18e-1)"	"unprognostic (2.55e-15)"	"unprognostic (2.50e-2)"	"unprognostic (1.68e-1)"	"unprognostic (7.12e-2)"	"unprognostic (3.93e-3)"
FRMD7	"FLJ43346, NYS, NYS1"	ENSG00000165694	"FERM domain containing 7"	Q6ZUT3	X	132076990-132128020	"Cancer-related genes, Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters"	Neurogenesis		"Cancer-related genes, Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	5	"endometrium 1: 2.9;kidney: 2.7;smooth muscle: 2.2"	"Cell type enriched"	"Detected in single"	20	"Distal tubular cells: 9.3"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Kidney - Intercalated cells, Liver - Hepatocytes"	"Region enriched"	"Detected in many"	28	"olfactory bulb: 65.7"	"Region enriched"	"Detected in single"	86	"olfactory bulb: 21.3"	HPA000886	Uncertain		Approved	"Nucleoplasm,Plasma membrane,Cytosol"		NA	NA				"Cluster 1: Thyroid gland - Transcription"	"Cluster 41: Non-specific - Cilium assembly"	"Cluster 16: Non-specific - RNA binding"	"Plasma membrane"	"Nucleoplasm, Cytosol"	"HPA000886: AB_1079269"	"unprognostic (3.08e-2)"	"unprognostic (1.27e-1)"			"unprognostic (1.36e-1)"	"unprognostic (3.07e-1)"	"unprognostic (4.02e-2)"	"unprognostic (1.64e-2)"	"unprognostic (2.28e-1)"	"unprognostic (2.18e-2)"	"unprognostic (3.84e-1)"	"unprognostic (3.54e-2)"			"unprognostic (3.00e-1)"		
GABRA1	EJM5	ENSG00000022355	"Gamma-aminobutyric acid type A receptor subunit alpha1"	P14867	5	161847063-161899981	"Disease related genes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Ion transport, Transport"	"Chloride channel, Ion channel, Ligand-gated ion channel, Receptor"	"Disease variant, Epilepsy, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	30	"brain: 55.1;retina: 17.8"	"Group enriched"	"Detected in some"	6	"Bipolar cells: 172.3;Excitatory neurons: 217.5;Inhibitory neurons: 210.3"	"Cancer enriched"	"Detected in single"	5	"glioma: 1.1"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	4	"breast cancer: 2.5"	"Stomach - Gastric enteroendocrine cells, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB022502, HPA029363, HPA055746"	Enhanced	Supported	Approved	"Nucleoplasm,Plasma membrane"		NA	NA				"Cluster 6: Brain - Smell perception"	"Cluster 2: DU4475 - Unknown function"	"Cluster 35: Bipolar cells - Visual perception"	"Plasma membrane"	Nucleoplasm	"CAB022502: , HPA029363: , HPA055746: AB_2682904"					"unprognostic (2.58e-2)"						"unprognostic (4.78e-3)"	"unprognostic (1.84e-1)"		"unprognostic (3.31e-1)"		"unprognostic (2.43e-1)"	
GABRA2		ENSG00000151834	"Gamma-aminobutyric acid type A receptor subunit alpha2"	P47869	4	46243548-46475230	"Disease related genes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Ion transport, Transport"	"Chloride channel, Ion channel, Ligand-gated ion channel, Receptor"	"Disease variant, Epilepsy, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 31.5;epididymis: 8.8"	"Group enriched"	"Detected in many"	4	"Astrocytes: 412.2;Excitatory neurons: 154.0;Inhibitory neurons: 108.7"	"Cancer enhanced"	"Detected in some"		"colorectal cancer: 0.6;glioma: 0.8"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Rhabdoid: 7.4"	"Breast - Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA029363, CAB079061"		Supported	Uncertain	"Nucleoplasm,Plasma membrane"	"Intracellular and membrane"	NA	NA				"Cluster 10: Brain - Neuronal signaling"	"Cluster 20: Connective tissue cells - ECM organization"	"Cluster 38: Neurons - Neuronal signaling"	"Plasma membrane"	Nucleoplasm	"CAB079061: , HPA029363: "	"unprognostic (2.03e-2)"		"unprognostic (2.77e-1)"	"unprognostic (2.45e-4)"	"unprognostic (6.87e-3)"	"unprognostic (2.65e-1)"		"unprognostic (2.08e-1)"	"unprognostic (1.01e-1)"	"unprognostic (4.09e-1)"	"unprognostic (6.90e-3)"	"unprognostic (8.83e-2)"	"unprognostic (2.22e-5)"	"unprognostic (1.75e-1)"	"unprognostic (1.15e-1)"	"unprognostic (2.67e-1)"	"unprognostic (3.04e-2)"
GABRA3		ENSG00000011677	"Gamma-aminobutyric acid type A receptor subunit alpha3"	P34903	X	152166234-152451315	"FDA approved drug targets, Predicted membrane proteins, Transporters"	"Ion transport, Transport"	"Chloride channel, Ion channel, Ligand-gated ion channel, Receptor"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	5	"brain: 15.5;choroid plexus: 16.3;retina: 9.0"	"Cell type enhanced"	"Detected in some"		"Excitatory neurons: 69.3;Hofbauer cells: 13.9;Inhibitory neurons: 21.7;Oligodendrocyte precursor cells: 55.8"	"Cancer enriched"	"Detected in many"	7	"testis cancer: 16.6"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Colon - Colon enteroendocrine cells, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA000839, HPA029363"	Approved	Supported	Uncertain	"Nucleoplasm,Plasma membrane"		NA	NA				"Cluster 58: Brain - Synaptic function"	"Cluster 44: Myeloma - Humoral immune response"	"Cluster 38: Neurons - Neuronal signaling"	"Plasma membrane"	Nucleoplasm	"HPA000839: AB_1078929, HPA029363: "	"unprognostic (9.63e-3)"	"unprognostic (2.04e-1)"	"unprognostic (2.02e-1)"	"unprognostic (1.18e-2)"	"unprognostic (7.07e-2)"	"unprognostic (5.42e-2)"	"unprognostic (2.34e-6)"	"unprognostic (1.24e-1)"	"unprognostic (2.70e-1)"	"unprognostic (2.39e-2)"	"unprognostic (2.63e-2)"	"unprognostic (1.73e-1)"	"unprognostic (7.29e-6)"	"unprognostic (7.42e-3)"	"unprognostic (6.20e-2)"		"unprognostic (8.13e-2)"
GABRA5		ENSG00000186297	"Gamma-aminobutyric acid type A receptor subunit alpha5"	P31644	15	26866911-26949208	"Disease related genes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins"	"Ion transport, Transport"	"Chloride channel, Ion channel, Ligand-gated ion channel, Receptor"	"Disease variant, Epilepsy, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	12	"brain: 111.0"	"Group enriched"	"Detected in some"	4	"Excitatory neurons: 27.1;Inhibitory neurons: 13.8"	"Cancer enhanced"	"Detected in some"		"glioma: 0.8"	"Group enriched"	"Detected in many"	4	"amygdala: 52.0;basal ganglia: 73.5;cerebral cortex: 98.6;hippocampal formation: 111.0"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	5	"Rhabdoid: 21.4"		"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"HPA029363, HPA077031, CAB079022"		Supported	Approved	"Nucleoplasm,Plasma membrane"		NA	NA				"Cluster 10: Brain - Neuronal signaling"	"Cluster 47: Retina - Visual perception"	"Cluster 38: Neurons - Neuronal signaling"	"Plasma membrane"	Nucleoplasm	"CAB079022: , HPA029363: , HPA077031: AB_2686825"	"unprognostic (6.33e-2)"			"unprognostic (8.94e-3)"	"unprognostic (1.04e-1)"			"unprognostic (2.50e-1)"	"unprognostic (1.81e-1)"	"unprognostic (3.75e-1)"	"unprognostic (9.50e-3)"	"unprognostic (2.57e-1)"		"unprognostic (7.63e-2)"	"unprognostic (8.50e-2)"	"unprognostic (1.44e-2)"	
GABRG1		ENSG00000163285	"Gamma-aminobutyric acid type A receptor subunit gamma1"	Q8N1C3	4	46035769-46124054	"FDA approved drug targets, Predicted membrane proteins"	"Ion transport, Transport"	"Chloride channel, Ion channel"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	5	"brain: 44.7"	"Cell type enriched"	"Detected in some"	4	"Astrocytes: 131.3"	"Cancer enriched"	"Detected in single"	8	"glioma: 0.6"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	10	"Myeloma: 1.7"		"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA035622, HPA058102"	Approved		Supported	"Plasma membrane"		NA	NA				"Cluster 73: Brain - Neuropeptide signaling"	"Cluster 44: Myeloma - Humoral immune response"	"Cluster 63: Astrocytes - Nervous system maintenance"	"Plasma membrane"		"HPA035622: AB_10603669, HPA058102: "	"unprognostic (2.50e-1)"				"unprognostic (2.20e-1)"		"unprognostic (6.06e-2)"			"unprognostic (1.46e-2)"	"unprognostic (7.39e-4)"		"unprognostic (1.23e-1)"		"unprognostic (1.28e-1)"	"unprognostic (1.99e-1)"	
GABRG3		ENSG00000182256	"Gamma-aminobutyric acid type A receptor subunit gamma3"	Q99928	15	26971181-27541984	"FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins"	"Ion transport, Transport"	"Chloride channel, Ion channel"	"FDA approved drug targets"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Tissue enhanced"	"Detected in some"		"brain: 17.6;retina: 27.1;testis: 9.3"	"Group enriched"	"Detected in some"	6	"Excitatory neurons: 437.5;Inhibitory neurons: 602.0;Late spermatids: 345.7;Muller glia cells: 161.5"	"Cancer enhanced"	"Detected in single"		"prostate cancer: 1.5"	"Region enhanced"	"Detected in many"		"hypothalamus: 17.6"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"			"Prostate - Prostate glandular cells, Skin - Eccrine sweat gland cells, Testis - Late spermatids"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA054010	Approved		Approved	"Nucleoli,Plasma membrane,Microtubules"		NA	NA				"Cluster 77: Retina - Visual perception"	"Cluster 28: Bone cancer CADO-ES1 - Glutamate signalling"	"Cluster 37: Neurons - Neuronal signaling"	"Plasma membrane, Microtubules"	Nucleoli	"HPA054010: AB_2682342"	"unprognostic (1.23e-1)"	"unprognostic (1.67e-1)"		"unprognostic (1.02e-2)"	"unprognostic (3.50e-2)"	"unprognostic (2.61e-1)"	"unprognostic (2.33e-3)"	"unprognostic (1.30e-1)"	"unprognostic (2.39e-2)"	"unprognostic (5.15e-2)"	"unprognostic (2.95e-1)"	"unprognostic (4.41e-1)"	"unprognostic (1.43e-5)"	"unprognostic (1.52e-1)"	"unprognostic (1.32e-1)"	"unprognostic (2.03e-2)"	"unprognostic (1.83e-1)"
GAD1	GAD	ENSG00000128683	"Glutamate decarboxylase 1"	Q99259	2	170813213-170861151	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Neurotransmitter biosynthesis"	"Decarboxylase, Lyase"	"Disease variant, Epilepsy, Intellectual disability"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	12	"brain: 98.5;parathyroid gland: 46.3;retina: 29.7"	"Group enriched"	"Detected in many"	15	"Horizontal cells: 130.1;Inhibitory neurons: 383.8;Oligodendrocyte precursor cells: 140.6"	"Cancer enhanced"	"Detected in many"		"endometrial cancer: 4.4"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Adipose visceral - Smooth muscle cells"	"Low region specificity"	"Detected in all"			"Region enhanced"	"Detected in all"		"olfactory bulb: 547.6"	"CAB004415, HPA048871, HPA058412, CAB078176"	Enhanced	Supported	Approved	"Vesicles,Plasma membrane,Cytosol"		NA	NA				"Cluster 48: Parathyroid gland - membrane proteins"	"Cluster 32: Myeloid leukemia - Oxygen transport"	"Cluster 37: Neurons - Neuronal signaling"	"Vesicles, Plasma membrane, Cytosol"		"CAB004415: AB_627650, CAB078176: AB_2665792, HPA048871: , HPA058412: AB_2683710"	"unprognostic (1.28e-1)"	"prognostic favorable (7.31e-4)"	"unprognostic (1.87e-2)"	"prognostic favorable (8.61e-4)"	"unprognostic (1.12e-1)"	"unprognostic (3.05e-1)"	"unprognostic (4.97e-7)"	"unprognostic (1.51e-1)"	"unprognostic (7.72e-2)"	"unprognostic (4.27e-4)"	"unprognostic (6.75e-2)"	"unprognostic (9.18e-3)"	"unprognostic (6.90e-5)"	"unprognostic (2.93e-2)"	"unprognostic (6.57e-2)"	"unprognostic (1.56e-2)"	"unprognostic (3.08e-3)"
GADL1		ENSG00000144644	"Glutamate decarboxylase like 1"	Q6ZQY3	3	30726200-30894765	"Enzymes, Predicted intracellular proteins"		"Decarboxylase, Lyase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	7	"skeletal muscle: 25.8;tongue: 11.3"	"Cell type enriched"	"Detected in some"	7	"Skeletal myocytes: 16.8"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"			"Kidney - Ascending Loop of Henle cells, Skeletal muscle - Skeletal myocytes"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"HPA039160, HPA040229"	Uncertain		Approved	"Plasma membrane,Cytosol"		NA	NA				"Cluster 33: Striated muscle - Muscle contraction"	"Cluster 14: Bone cancer - Transcription"	"Cluster 27: Skeletal myocytes - Muscle contraction"	"Plasma membrane, Cytosol"		"HPA039160: AB_10796222, HPA040229: AB_10796118"	"unprognostic (4.96e-2)"	"unprognostic (1.30e-2)"	"unprognostic (9.83e-2)"	"unprognostic (1.39e-2)"	"unprognostic (5.60e-2)"	"unprognostic (7.32e-2)"		"unprognostic (5.05e-3)"	"unprognostic (8.37e-2)"	"unprognostic (1.23e-2)"	"unprognostic (2.02e-3)"	"unprognostic (1.63e-1)"	"unprognostic (1.98e-5)"	"unprognostic (8.81e-2)"	"unprognostic (4.54e-2)"	"unprognostic (4.39e-1)"	"unprognostic (1.06e-1)"
GAGE10		ENSG00000215274	"G antigen 10"	A6NGK3	X	49303669-49319844	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 2.0;testis: 1.6"	"Cell type enhanced"	"Detected in some"		"Granulosa cells: 1.9;Leydig cells: 1.4;Spermatocytes: 2.4;Spermatogonia: 3.0"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"												HPA043232	Supported		Uncertain	"Golgi apparatus,Plasma membrane,Cytosol"		NA	NA				"Cluster 68: Epididymis - Unknown function"	"Cluster 44: Myeloma - Humoral immune response"	"Cluster 17: Granulosa cells - Transcription regulation"	"Plasma membrane"	"Golgi apparatus, Cytosol"	"HPA043232: AB_2678376"					"unprognostic (2.81e-2)"					"unprognostic (2.26e-1)"						"unprognostic (3.97e-1)"	
GAGE12F		ENSG00000236362	"G antigen 12F"	"P0CL80, O76087, P0CL82"	X	49551278-49568218	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	17	"testis: 178.7"	"Group enriched"	"Detected in some"	4	"Spermatocytes: 7.1;Spermatogonia: 19.1"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 532.4"										HPA043232	Supported		Approved	"Golgi apparatus,Plasma membrane,Cytosol"		NA	NA			"Cluster 49: Eosinophils - Unknown function"	"Cluster 83: Testis - Spermatogenesis"	"Cluster 44: Myeloma - Humoral immune response"	"Cluster 47: Spermatogonia - Spermatogenesis"	"Plasma membrane"	"Golgi apparatus, Cytosol"	"HPA043232: AB_2678376"																	
GAGE12G		ENSG00000215269	"G antigen 12G"	"P0CL81, O76087, P0CL82"	X	49570434-49577754	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	31	"retina: 1.6;stomach 1: 6.5"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Immune cell enhanced"	"Detected in many"		"T-reg: 4.7"	"Low lineage specificity"	"Detected in many"			"Group enriched"	"Detected in some"	11	"skin cancer: 4.8;Uterine cancer: 7.8"										HPA043232	Supported		Approved	"Golgi apparatus,Plasma membrane,Cytosol"		NA	NA			"Cluster 49: Eosinophils - Unknown function"	"Cluster 4: Stomach - Digestion"	"Cluster 16: Skin cancer - Melanocyte processes"		"Plasma membrane"	"Golgi apparatus, Cytosol"	"HPA043232: AB_2678376"																	
GAGE13	GAGE12A	ENSG00000274274	"G antigen 13"	Q4V321	X	49331616-49338952	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"No human protein/transcript evidence"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	11	"testis: 36.1"	"Group enriched"	"Detected in some"	66	"Spermatocytes: 3.5;Spermatogonia: 9.8"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 92.1;liver cancer: 109.2;skin cancer: 91.1"										HPA043232	Supported		Approved	"Golgi apparatus,Plasma membrane,Cytosol"		NA	NA				"Cluster 74: Testis - Spermatogenesis"	"Cluster 44: Myeloma - Humoral immune response"	"Cluster 47: Spermatogonia - Spermatogenesis"	"Plasma membrane"	"Golgi apparatus, Cytosol"	"HPA043232: AB_2678376"																	
