"","Subcellular.location..CC.","Intramembrane","Topological.domain","Transmembrane"
"O96013","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12356872}. Note=Seems to shuttle between cytoplasmic compartments depending on the activating effector. For example, can be found on the cell periphery after activation of growth-factor or integrin-mediated signaling pathways. {ECO:0000269|PubMed:12356872}.",NA,NA,NA
"Q9NQU5","SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Note=Cotranslocates into nucleus with AR in response to androgen induction.",NA,NA,NA
"Q8TEW0","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Endomembrane system {ECO:0000269|PubMed:20332120}. Cell junction {ECO:0000269|PubMed:20332120, ECO:0000269|PubMed:27925688}. Cell junction, tight junction {ECO:0000269|PubMed:20332120, ECO:0000269|PubMed:27925688}. Cell junction, adherens junction {ECO:0000250|UniProtKB:Q99NH2}. Cell membrane {ECO:0000269|PubMed:20332120, ECO:0000269|PubMed:27925688}. Cytoplasm, cell cortex {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:20332120}. Note=Localized along the cell-cell contact region. Colocalizes with PARD6A and PRKCI at epithelial tight junctions. Colocalizes with the cortical actin that overlays the meiotic spindle during metaphase I and metaphase II. Colocalized with SIRT2 in internode region of myelin sheath (By similarity). Presence of KRIT1, CDH5 and RAP1B is required for its localization to the cell junction. {ECO:0000250}.",NA,NA,NA
"Q8TEW8","SUBCELLULAR LOCATION: Endomembrane system. Cell junction. Cell junction, tight junction. Note=Partially localized along the cell-cell contact region. Colocalizes with TJP1 to epithelial tight junctions.",NA,NA,NA
"Q9NPB6","SUBCELLULAR LOCATION: Cytoplasm. Cell membrane. Cell projection, ruffle. Cell junction, tight junction. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite {ECO:0000269|PubMed:20719959}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:20719959}. Note=Colocalizes with GTP-bound CDC42 or RAC1 at membrane ruffles and with PARD3 and PRKCI at epithelial tight junctions. Recruited to the centrosome by a microtubule and dynein-dynactin-dependent mechanism. {ECO:0000269|PubMed:20719959}.",NA,NA,NA
"Q8NI35","SUBCELLULAR LOCATION: Cell junction, tight junction {ECO:0000269|PubMed:11927608, ECO:0000269|PubMed:11964389, ECO:0000269|PubMed:12021270, ECO:0000269|PubMed:19755384, ECO:0000269|PubMed:22006950}. Apical cell membrane {ECO:0000269|PubMed:11964389}; Peripheral membrane protein {ECO:0000269|PubMed:11964389}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:18596123}. Note=Localizes to the apical region at the start of epithelial cell polarization then locates to tight junctions as polarization is completed (PubMed:11964389). Localizes to the most apical strand of TJP1/ZO1 condensates during junctional condensation elongation (By similarity). Localized in the paranodal region of myelinating Schwann cells (By similarity). Localized to the leading edge of the actin cortex of migrating epithelia cells (By similarity). {ECO:0000250|UniProtKB:E2QYC9, ECO:0000250|UniProtKB:Q63ZW7}.",NA,NA,NA
"Q08174","SUBCELLULAR LOCATION: Cell junction. Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Note=Found at cell-cell boundaries and probably at cell-matrix boundaries.",NA,"TOPO_DOM 58..852; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 874..1060; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 853..873; /note=Helical; /evidence=ECO:0000255"
"O60245","SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein.",NA,"TOPO_DOM 29..879; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 901..1069; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 880..900; /note=Helical; /evidence=ECO:0000255"
"Q9Y5I1","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.",NA,"TOPO_DOM 30..696; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 718..949; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 697..717; /note=Helical; /evidence=ECO:0000255"
"P16234","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:14644164, ECO:0000269|PubMed:2554309, ECO:0000269|PubMed:8188664}; Single-pass type I membrane protein {ECO:0000269|PubMed:14644164, ECO:0000269|PubMed:2554309, ECO:0000269|PubMed:8188664}. Cell projection, cilium {ECO:0000250|UniProtKB:P26618}. Golgi apparatus {ECO:0000250|UniProtKB:P26618}.",NA,"TOPO_DOM 24..528; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 550..1089; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 529..549; /note=Helical; /evidence=ECO:0000255"
"O00151","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10861853, ECO:0000269|PubMed:11110697}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:10861853, ECO:0000269|PubMed:11110697}. Cytoplasm, myofibril, sarcomere, Z line {ECO:0000269|PubMed:10861853}. Note=Associates with actin stress fibers. {ECO:0000269|PubMed:11110697}.",NA,NA,NA
"Q86YL7","SUBCELLULAR LOCATION: [Podoplanin]: Membrane {ECO:0000269|PubMed:17046996, ECO:0000269|PubMed:20962267, ECO:0000305|PubMed:18215137}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q62011}. Cell projection, lamellipodium membrane {ECO:0000269|PubMed:17046996, ECO:0000269|PubMed:20962267}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q62011}. Cell projection, filopodium membrane {ECO:0000269|PubMed:17046996}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q62011}. Cell projection, microvillus membrane {ECO:0000269|PubMed:17046996}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q62011}. Cell projection, ruffle membrane {ECO:0000269|PubMed:17046996}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q62011}. Membrane raft {ECO:0000269|PubMed:21376833}. Apical cell membrane {ECO:0000269|PubMed:20962267}. Basolateral cell membrane {ECO:0000269|PubMed:14978162}. Cell projection, invadopodium {ECO:0000269|PubMed:25486435}. Note=Localized to actin-rich microvilli and plasma membrane projections such as filopodia, lamellipodia and ruffles (By similarity). Association to the lipid rafts is required for PDPN-induced epithelial to mesenchymal transition (EMT) (PubMed:21376833). Colocalizes with CD9 in tetraspanin microdomains (PubMed:18541721). Localized at invadopodium adhesion rings in tumor cell. Association to the lipid rafts is essential for PDPN recruitment to invadopodia and ECM degradation (PubMed:25486435). {ECO:0000250|UniProtKB:Q62011, ECO:0000269|PubMed:18541721, ECO:0000269|PubMed:21376833, ECO:0000269|PubMed:25486435}.; SUBCELLULAR LOCATION: [29kDa cytosolic podoplanin intracellular domain]: Cytoplasm, cytosol {ECO:0000269|PubMed:24275092}.",NA,"TOPO_DOM 23..131; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 153..162; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 132..152; /note=Helical; /evidence=ECO:0000255"
"Q5VY43","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15851471}; Single-pass membrane protein {ECO:0000255}. Cell projection, lamellipodium {ECO:0000269|PubMed:36792666}. Note=Detected on the cell surface in resting platelets. {ECO:0000269|PubMed:15851471}.",NA,"TOPO_DOM 21..755; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 777..1037; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 756..776; /note=Helical; /evidence=ECO:0000255"
"Q96PD5","SUBCELLULAR LOCATION: Secreted. Membrane.",NA,NA,NA
"Q99959","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11416169, ECO:0000269|PubMed:11790773, ECO:0000269|PubMed:20613778, ECO:0000269|PubMed:22781308, ECO:0000269|PubMed:28169297, ECO:0000269|PubMed:34368962}. Cell junction, desmosome {ECO:0000269|PubMed:19533476, ECO:0000269|PubMed:20613778, ECO:0000269|PubMed:20859650, ECO:0000269|PubMed:22781308, ECO:0000269|PubMed:23884246, ECO:0000269|PubMed:25208567, ECO:0000269|PubMed:34368962}. Cell junction {ECO:0000269|PubMed:28169297}. Cytoplasm {ECO:0000269|PubMed:34368962}. Note=Colocalizes with CTNNA3 and SCN5A/Nav1.5 at intercalated disks in the heart. {ECO:0000250|UniProtKB:Q9CQ73}.",NA,NA,NA
"Q9Y446","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:24124604, ECO:0000269|PubMed:34058472}. Cell junction, desmosome {ECO:0000269|PubMed:10374265, ECO:0000269|PubMed:20613778, ECO:0000269|PubMed:20859650, ECO:0000269|PubMed:24124604, ECO:0000269|PubMed:25501895}. Cytoplasm {ECO:0000269|PubMed:24124604, ECO:0000269|PubMed:25501895, ECO:0000269|PubMed:34058472}. Cell membrane {ECO:0000269|PubMed:25501895, ECO:0000269|PubMed:30949721}; Peripheral membrane protein {ECO:0000305}. Cell junction, adherens junction {ECO:0000250|UniProtKB:Q9QY23}. Note=Translocates to the nucleus following canonical WNT signaling activation by WNT3A (PubMed:34058472). Maintains a cytoplasmic pool which can then be translocated to the desmosome, the cytoplasmic pool is maintained through PKP3 interaction with SFN (PubMed:24124604). Aberrant increases in translocation to the desmosome result in cell junction instability and therefore decreased cell adhesion (PubMed:24124604). Partially colocalizes at cell junctions in a zipper-like pattern with DSP, CDH1, CTNNB1 and CTNND1 in the early stages of keratinocyte differentiation (By similarity). Moves to cell junctions at tricellular contacts as differentiation progresses and as epithelial sheet formation completes (By similarity). {ECO:0000250|UniProtKB:Q9QY23, ECO:0000269|PubMed:24124604, ECO:0000269|PubMed:34058472}.; SUBCELLULAR LOCATION: [Isoform PKP3a]: Cell junction, desmosome {ECO:0000269|PubMed:24178805}. Cytoplasm {ECO:0000269|PubMed:24178805}.; SUBCELLULAR LOCATION: [Isoform PKP3b]: Cell junction, desmosome {ECO:0000269|PubMed:24178805}. Cytoplasm {ECO:0000269|PubMed:24178805}.",NA,NA,NA
"Q99569","SUBCELLULAR LOCATION: Cell junction, desmosome {ECO:0000269|PubMed:17115030}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:17115030}. Midbody {ECO:0000269|PubMed:17115030}. Cell membrane {ECO:0000269|PubMed:17115030}; Peripheral membrane protein {ECO:0000269|PubMed:17115030}. Note=Associated with the pericentrosomal region in interphase and with spindle poles during mitosis. In anaphase, during chromosome segregation, is recruited to the central microtubule bundle, focussed at the spindle midzone and ultimately localizes to the midbody at cytokinesis. Constituent of the midbody cytoskeletal matrix. Colocalized with desmoplakin at desmosomal junctional plaques in cultured epithelial cells.",NA,NA,NA
"Q9Y2H5",NA,NA,NA,NA
"Q6IQ23","SUBCELLULAR LOCATION: Cell junction, adherens junction {ECO:0000269|PubMed:19041755, ECO:0000269|PubMed:30463011}. Cytoplasm {ECO:0000269|PubMed:19041755}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:19041755}. Note=Localizes to zonula adherens, recruited via its interaction with CTNND1. {ECO:0000269|PubMed:19041755}.",NA,NA,NA
"Q58EX7",NA,NA,NA,NA
"Q3KR16","SUBCELLULAR LOCATION: Cell projection, microvillus {ECO:0000269|PubMed:17881735}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:16721066}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000269|PubMed:16721066}. Cleavage furrow {ECO:0000269|PubMed:16721066}. Note=During mitosis, localizes to the spindle pole, central spindle and cleavage furrow (PubMed:16721066). In epithelial cells, recruited to the apical membrane by EZR where it participates in macropinocytosis (PubMed:17881735). {ECO:0000269|PubMed:16721066, ECO:0000269|PubMed:17881735}.",NA,NA,NA
"Q8N271","SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Basolateral cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell projection, microvillus membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell projection, cilium membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Note=Colocalizes with PROM1. Associates with membrane in a cholesterol-dependent manner. Localizes to the apical and basolateral membranes of epithelial cells (By similarity). {ECO:0000250}.",NA,"TOPO_DOM 27..106; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 128..153; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 175..426; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 448..472; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 494..779; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 801..834; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 107..127; /note=Helical; /evidence=ECO:0000255; TRANSMEM 154..174; /note=Helical; /evidence=ECO:0000255; TRANSMEM 427..447; /note=Helical; /evidence=ECO:0000255; TRANSMEM 473..493; /note=Helical; /evidence=ECO:0000255; TRANSMEM 780..800; /note=Helical; /evidence=ECO:0000255"
"Q8IV56",NA,NA,NA,NA
"P49768","SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000269|PubMed:25394380}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:10593990, ECO:0000269|PubMed:8574969, ECO:0000269|PubMed:9738936, ECO:0000305|PubMed:10037471, ECO:0000305|PubMed:15274632}; Multi-pass membrane protein {ECO:0000269|PubMed:25043039, ECO:0000269|PubMed:25918421, ECO:0000269|PubMed:26280335, ECO:0000269|PubMed:26623517, ECO:0000269|PubMed:30598546, ECO:0000269|PubMed:30630874}. Golgi apparatus membrane {ECO:0000269|PubMed:10593990, ECO:0000269|PubMed:8574969, ECO:0000305|PubMed:10037471, ECO:0000305|PubMed:15274632}; Multi-pass membrane protein {ECO:0000269|PubMed:25043039, ECO:0000269|PubMed:25918421, ECO:0000269|PubMed:26280335, ECO:0000269|PubMed:26623517, ECO:0000269|PubMed:30598546, ECO:0000269|PubMed:30630874}. Cytoplasmic granule {ECO:0000269|PubMed:11987239}. Cell membrane {ECO:0000269|PubMed:10593990, ECO:0000269|PubMed:11953314, ECO:0000269|PubMed:11987239, ECO:0000269|PubMed:21143716}; Multi-pass membrane protein {ECO:0000269|PubMed:25918421, ECO:0000269|PubMed:26623517, ECO:0000269|PubMed:30598546, ECO:0000269|PubMed:30630874}. Cell projection, growth cone {ECO:0000269|PubMed:15004326}. Early endosome {ECO:0000269|PubMed:25394380}. Early endosome membrane {ECO:0000305|PubMed:25394380}; Multi-pass membrane protein {ECO:0000269|PubMed:25918421, ECO:0000269|PubMed:26623517, ECO:0000269|PubMed:30598546, ECO:0000269|PubMed:30630874}. Cell projection, neuron projection {ECO:0000269|PubMed:15004326}. Cell projection, axon {ECO:0000250|UniProtKB:Q4JIM4}. Synapse {ECO:0000250|UniProtKB:Q4JIM4}. Note=Translocates with bound NOTCH1 from the endoplasmic reticulum and/or Golgi to the cell surface (PubMed:10593990). Colocalizes with CDH1/2 at sites of cell-cell contact. Colocalizes with CTNNB1 in the endoplasmic reticulum and the proximity of the plasma membrane (PubMed:9738936). Also present in azurophil granules of neutrophils (PubMed:11987239). Colocalizes with UBQLN1 in the cell membrane and in cytoplasmic juxtanuclear structures called aggresomes (PubMed:21143716). {ECO:0000269|PubMed:10593990, ECO:0000269|PubMed:11987239, ECO:0000269|PubMed:21143716, ECO:0000269|PubMed:9738936}.",NA,"TOPO_DOM 1..82; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:26280335; TOPO_DOM 104..132; /note=Lumenal; /evidence=ECO:0000269|PubMed:26280335; TOPO_DOM 154..166; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:26280335; TOPO_DOM 190..194; /note=Lumenal; /evidence=ECO:0000269|PubMed:26280335; TOPO_DOM 217..220; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:26280335; TOPO_DOM 242..248; /note=Lumenal; /evidence=ECO:0000269|PubMed:26280335; TOPO_DOM 273..380; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:26280335; TOPO_DOM 402..407; /note=Lumenal; /evidence=ECO:0000269|PubMed:26280335; TOPO_DOM 429..432; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:26280335; TOPO_DOM 454..467; /note=Lumenal; /evidence=ECO:0000269|PubMed:26280335","TRANSMEM 83..103; /note=Helical; /evidence=ECO:0000269|PubMed:26280335; TRANSMEM 133..153; /note=Helical; /evidence=ECO:0000269|PubMed:26280335; TRANSMEM 167..189; /note=Helical; /evidence=ECO:0000269|PubMed:26280335; TRANSMEM 195..216; /note=Helical; /evidence=ECO:0000269|PubMed:26280335; TRANSMEM 221..241; /note=Helical; /evidence=ECO:0000269|PubMed:26280335; TRANSMEM 249..272; /note=Helical; /evidence=ECO:0000269|PubMed:26280335; TRANSMEM 381..401; /note=Helical; /evidence=ECO:0000269|PubMed:26280335; TRANSMEM 408..428; /note=Helical; /evidence=ECO:0000269|PubMed:26280335; TRANSMEM 433..453; /note=Helical; /evidence=ECO:0000269|PubMed:26280335"
"P23467","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.",NA,"TOPO_DOM 23..1621; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1643..1997; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 1622..1642; /note=Helical; /evidence=ECO:0000255"
"Q15262","SUBCELLULAR LOCATION: Cell junction, adherens junction. Cell membrane; Single-pass type I membrane protein.",NA,"TOPO_DOM 27..752; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 775..1439; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 753..774; /note=Helical; /evidence=ECO:0000255"
"Q15256","SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:25326458}.; SUBCELLULAR LOCATION: [Isoform Alpha]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform Delta]: Cytoplasm, perinuclear region. Note=Locates to the perinuclear areas within the cytoplasm.; SUBCELLULAR LOCATION: [Isoform Gamma]: Cytoplasm, perinuclear region. Note=Locates to the perinuclear areas within the cytoplasm.",NA,"TOPO_DOM 22..227; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 249..657; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 228..248; /note=Helical; /evidence=ECO:0000255"
"P20472",NA,NA,NA,NA
"Q9BRP8","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14968132, ECO:0000269|PubMed:18026120}. Nucleus, nucleolus {ECO:0000269|PubMed:14968132}. Nucleus, nucleoplasm {ECO:0000269|PubMed:14968132}. Note=Shuttles between the nucleus and the cytoplasm (PubMed:14968132). Nuclear export is mediated by XPO1/CRM1 (PubMed:14968132). {ECO:0000269|PubMed:14968132}.",NA,NA,NA
"P20337","SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Golgi apparatus {ECO:0000250|UniProtKB:Q9CZT8}. Note=Colocalizes with GAS8/DRC4 in the Golgi apparatus. {ECO:0000250|UniProtKB:Q9CZT8}.",NA,NA,NA
"O43502","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12966089, ECO:0000269|PubMed:16215984}. Cytoplasm {ECO:0000269|PubMed:16215984}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:16215984}. Mitochondrion {ECO:0000269|PubMed:20413593}. Note=DNA damage induces an increase in nuclear levels. Accumulates in DNA damage induced nuclear foci or RAD51C foci which is formed during the S or G2 phase of cell cycle. Accumulation at DNA lesions requires the presence of NBN/NBS1, ATM and RPA.",NA,NA,NA
"O43374","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:11448776}. Cell membrane {ECO:0000269|PubMed:11448776}; Peripheral membrane protein {ECO:0000269|PubMed:11448776}. Note=Localized to the cytosol as a result of its lack of phosphoinositide binding activity. Upon agonist-stimulated calcium mobilization, utilizes the C2A and C2B domains to associate with the plasma membrane.",NA,NA,NA
"C9J798","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:O43374}. Cell membrane {ECO:0000250|UniProtKB:O43374}; Peripheral membrane protein {ECO:0000250|UniProtKB:O43374}.",NA,NA,NA
"O95294",NA,NA,NA,NA
"Q9H2L5",NA,NA,NA,NA
"P49795","SUBCELLULAR LOCATION: Membrane; Lipid-anchor.",NA,NA,NA
"Q9UJJ7",NA,NA,NA,NA
"Q9Y3A4","SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:33199730, ECO:0000269|PubMed:34516797}. Cell projection, cilium {ECO:0000269|PubMed:33199730}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:33199730}.",NA,NA,NA
"Q92681","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16788147}. Nucleus {ECO:0000269|PubMed:16788147}. Golgi apparatus, trans-Golgi network {ECO:0000269|PubMed:16788147}. Note=Localizes at the inner side of the plasma membrane.",NA,NA,NA
"Q9HCY8","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11944983}.",NA,NA,NA
"Q9UPU9","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16221671}. Cell projection, dendrite {ECO:0000250}. Synapse, synaptosome {ECO:0000250}. Note=Enriched in synaptoneurosomes (By similarity). Shuttles between the nucleus and the cytoplasm in a CRM1-dependent manner. Colocalizes throughout the cytoplasm in granules with polyadenylated RNAs, PABPC1 and STAU1. Also frequently colocalizes in cytoplasmic stress granule-like foci with ELAVL1, TIA1 and TIAL1. {ECO:0000250}.",NA,NA,NA
"Q5SSQ6",NA,NA,NA,NA
"O15126","SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:15840657}; Multi-pass membrane protein {ECO:0000269|PubMed:15840657}. Recycling endosome membrane {ECO:0000269|PubMed:15840657}; Multi-pass membrane protein {ECO:0000269|PubMed:15840657}.",NA,"TOPO_DOM 2..155; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 177..181; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 203..218; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 240..261; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 283..338; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 156..176; /note=Helical; /evidence=ECO:0000255; TRANSMEM 182..202; /note=Helical; /evidence=ECO:0000255; TRANSMEM 219..239; /note=Helical; /evidence=ECO:0000255; TRANSMEM 262..282; /note=Helical; /evidence=ECO:0000255"
"P0DPB3","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10669747}.",NA,NA,NA
