Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
EPB41	"4.1R, EL1"	ENSG00000159023	"Erythrocyte membrane protein band 4.1"	P11171	1	28887091-29120046	"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Cell cycle, Cell division, Mitosis, Transport"	"Actin-binding, Calmodulin-binding"	"Elliptocytosis, Hereditary hemolytic anemia, Pyropoikilocytosis"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"retina: 80.0"	"Cell type enhanced"	"Detected in all"		"Bipolar cells: 243.3;Cone photoreceptor cells: 229.2;Rod photoreceptor cells: 370.4"	"Low cancer specificity"	"Detected in all"			"Region enhanced"	"Detected in all"		"cerebellum: 42.2"	"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Cancer enhanced"	"Detected in all"		"Bone cancer: 104.3"	"Skin - Keratinocyte (other), Testis - Spermatocytes, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Region enriched"	"Detected in all"	8	"cerebellum: 105.6"	"HPA028076, HPA028096, HPA028412, HPA028414"	Supported		Supported	"Nuclear bodies,Plasma membrane,Cell Junctions,Cytokinetic bridge,Mitotic spindle,Cytosol"		Yes	No		1100000	"Cluster 1: Neutrophils - Mixed function"	"Cluster 34: Non-specific - Transcription"	"Cluster 14: Bone cancer - Transcription"	"Cluster 64: Non-specific - Transcription"	"Plasma membrane, Cell Junctions"	"Nuclear bodies, Cytokinetic bridge, Mitotic spindle, Cytosol"	"HPA028076: AB_2672476, HPA028096: , HPA028412: AB_2672592, HPA028414: AB_10601366"	"unprognostic (2.16e-1)"	"unprognostic (1.96e-1)"	"unprognostic (8.92e-3)"	"prognostic unfavorable (4.58e-4)"	"unprognostic (5.00e-2)"	"prognostic favorable (5.87e-4)"	"unprognostic (5.01e-3)"	"unprognostic (5.40e-3)"	"unprognostic (2.52e-2)"	"unprognostic (6.65e-2)"	"unprognostic (7.81e-2)"	"unprognostic (1.42e-2)"	"prognostic unfavorable (1.75e-6)"	"unprognostic (2.66e-2)"	"unprognostic (2.42e-1)"	"unprognostic (1.22e-1)"	"unprognostic (6.67e-2)"
EPB41L2	"4.1-G, 4.1G"	ENSG00000079819	"Erythrocyte membrane protein band 4.1 like 2"	O43491	6	130839347-131063322	"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Cell cycle, Cell division, Mitosis, Transport"	Actin-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"retina: 368.5"	"Cell type enhanced"	"Detected in many"		"Late spermatids: 349.9;Microglial cells: 422.3;Muller glia cells: 397.8;Rod photoreceptor cells: 1231.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Colon - Enteric glia cells, Kidney - Fibroblasts, Prostate - Fibroblasts, Skeletal muscle - Fibroblasts, Thyroid - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA005730, HPA006642"	Supported		Enhanced	"Nucleoplasm,Plasma membrane,Cell Junctions"		NA	NA		54000	"Cluster 7: Monocytes - Unknown function"	"Cluster 77: Retina - Visual perception"	"Cluster 20: Connective tissue cells - ECM organization"	"Cluster 44: Photoreceptor cells - Visual perception"	"Plasma membrane"	"Nucleoplasm, Cell Junctions"	"HPA005730: AB_1848195, HPA006642: AB_1848194"	"unprognostic (3.18e-2)"	"unprognostic (1.04e-1)"	"unprognostic (8.34e-3)"	"unprognostic (3.40e-3)"	"unprognostic (1.41e-1)"	"unprognostic (5.17e-2)"	"prognostic unfavorable (2.41e-5)"	"unprognostic (1.25e-1)"	"unprognostic (1.23e-1)"	"prognostic unfavorable (2.16e-4)"	"unprognostic (3.24e-1)"	"unprognostic (1.63e-1)"	"unprognostic (5.63e-2)"	"unprognostic (3.64e-2)"	"unprognostic (3.82e-1)"	"unprognostic (3.48e-2)"	"unprognostic (9.19e-2)"
EPB41L3	"4.1B, DAL1, KIAA0987"	ENSG00000082397	"Erythrocyte membrane protein band 4.1 like 3"	Q9Y2J2	18	5392381-5630700	"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	Apoptosis	Actin-binding	"Tumor suppressor"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 302.7;Inhibitory neurons: 232.4;Late spermatids: 306.6;Oligodendrocytes: 150.3;Syncytiotrophoblasts: 256.0"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"intermediate monocyte: 7.7;non-classical monocyte: 12.4"	"Lineage enriched"	"Detected in many"	5	"monocytes: 12.4"	"Low cancer specificity"	"Detected in many"			"Adipose subcutaneous - Macrophages, Kidney - Proximal tubular cells, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA028605	Enhanced		Enhanced	"Plasma membrane,Cell Junctions"		NA	NA		100000	"Cluster 14: Monocytes - Unknown function"	"Cluster 48: Parathyroid gland - membrane proteins"	"Cluster 3: HUVEC & TIME - Signal transduction"	"Cluster 38: Neurons - Neuronal signaling"	"Plasma membrane, Cell Junctions"		"HPA028605: AB_10611963"	"unprognostic (3.58e-3)"	"unprognostic (1.17e-2)"	"unprognostic (3.61e-1)"	"unprognostic (7.97e-2)"	"unprognostic (1.88e-1)"	"unprognostic (1.44e-2)"	"unprognostic (2.60e-1)"	"unprognostic (9.73e-2)"	"unprognostic (3.40e-1)"	"unprognostic (3.63e-3)"	"unprognostic (1.07e-3)"	"unprognostic (5.81e-2)"	"unprognostic (5.96e-2)"	"unprognostic (5.65e-3)"	"unprognostic (8.99e-2)"	"unprognostic (2.72e-2)"	"unprognostic (6.59e-3)"
EPHA2	ECK	ENSG00000142627	"EPH receptor A2"	P29317	1	16124337-16156069	"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Predicted membrane proteins, RAS pathway related proteins"	"Angiogenesis, Apoptosis, Cell adhesion, Differentiation, Host-virus interaction"	"Host cell receptor for virus entry, Kinase, Receptor, Transferase, Tyrosine-protein kinase"	"Cancer-related genes, Cataract, Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 147.9"	"Cell type enhanced"	"Detected in many"		"Basal keratinocytes: 162.5;Glandular and luminal cells: 169.4;Ionocytes: 161.9;Squamous epithelial cells: 161.5;Suprabasal keratinocytes: 195.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in single"	94	"plasmacytoid DC: 9.4"	"Lineage enriched"	"Detected in single"	94	"dendritic cells: 9.4"	"Low cancer specificity"	"Detected in many"			"Colon - Endothelial cells, Prostate - Urothelial cells"	"Low region specificity"	"Detected in single"			"Low region specificity"	"Detected in all"			CAB010464			Supported	"Nuclear speckles,Golgi apparatus,Plasma membrane,Cell Junctions"		NA	Yes		12000	"Cluster 3: Plasmacytoid DCs - Unknown function"	"Cluster 84: Esophagus - Epithelial cell function"	"Cluster 60: Keratinocytes - Epithelial cell function"	"Cluster 14: Endometrium - Transcription regulation"	"Plasma membrane, Cell Junctions"	"Nuclear speckles, Golgi apparatus"	"CAB010464: AB_631436"	"unprognostic (9.41e-2)"	"unprognostic (1.67e-1)"	"unprognostic (4.13e-2)"	"unprognostic (1.67e-2)"	"unprognostic (6.22e-2)"	"unprognostic (9.12e-2)"	"unprognostic (5.24e-2)"	"unprognostic (1.29e-3)"	"unprognostic (2.52e-2)"	"unprognostic (7.05e-3)"	"unprognostic (1.52e-3)"	"unprognostic (2.77e-1)"	"unprognostic (2.65e-2)"	"unprognostic (2.08e-1)"	"unprognostic (1.73e-1)"	"unprognostic (4.77e-3)"	"unprognostic (4.40e-2)"
ESAM	W117m	ENSG00000149564	"Endothelial cell adhesion molecule"	Q96AP7	11	124752583-124762290	"Plasma proteins, Predicted membrane proteins"	"Cell adhesion"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Adipocytes: 385.2;Endothelial cells: 271.5;Sertoli cells: 63.6;Smooth muscle cells: 101.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"basophil: 8.2;naive B-cell: 7.5"	"Group enriched"	"Detected in many"	9	"B-cells: 7.5;granulocytes: 8.2;T-cells: 2.2"	"Cancer enhanced"	"Detected in many"		"Leukemia: 15.7"	"Adipose subcutaneous - Endothelial cells, Adipose visceral - Endothelial cells, Breast - Endothelial cells, Colon - Endothelial cells, Heart muscle - Endothelial cells, Kidney - Endothelial cells, Liver - Vascular Endothelial cells, Lung - Endothelial cells, Pancreas - Endothelial cells, Prostate - Endothelial cells, Skeletal muscle - Endothelial cells, Skin - Endothelial cells, Stomach - Endothelial cells, Testis - Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA056293, HPA072563"	Uncertain		Approved	"Cell Junctions,Cytosol"		NA	NA		82000000	"Cluster 34: Basophils - Unknown function"	"Cluster 82: Adipose tissue - ECM organization"	"Cluster 32: Myeloid leukemia - Oxygen transport"	"Cluster 66: Endothelial cells - Angiogenesis"	"Cell Junctions"	Cytosol	"HPA056293: AB_2683089, HPA072563: "	"unprognostic (1.52e-1)"	"unprognostic (2.03e-1)"	"unprognostic (1.05e-2)"	"unprognostic (3.56e-1)"	"unprognostic (1.41e-2)"	"unprognostic (4.49e-3)"	"unprognostic (2.61e-1)"	"unprognostic (1.10e-1)"	"unprognostic (9.05e-2)"	"unprognostic (2.99e-2)"	"unprognostic (3.08e-1)"	"unprognostic (3.60e-1)"	"unprognostic (1.54e-1)"	"unprognostic (1.24e-2)"	"unprognostic (5.10e-2)"	"unprognostic (2.29e-1)"	"unprognostic (5.06e-2)"
ESCO2	"EFO2, RBS"	ENSG00000171320	"Establishment of sister chromatid cohesion N-acetyltransferase 2"	Q56NI9	8	27771949-27812640	"Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins"	"Cell cycle"	"Acyltransferase, Transferase"	"Disease variant, Dwarfism, Intellectual disability"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"bone marrow: 6.0;intestine: 11.0;lymphoid tissue: 8.5;testis: 5.7"	"Cell type enhanced"	"Detected in many"		"Erythroid cells: 28.0;Spermatocytes: 82.2;Spermatogonia: 63.1"	"Low cancer specificity"	"Detected in many"			"Not detected"	"Not detected"			"Immune cell enhanced"	"Detected in single"		"T-reg: 1.3"	"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in all"			"Colon - Mitotic cells (Colon), Lung - Mitotic cells (Lung), Skin - Mitotic cells (Skin), Testis - Spermatocytes, Thyroid - Mitotic cells (Thyroid)"	"Low region specificity"	"Detected in single"			"Not detected"	"Not detected"			"HPA027243, HPA053679"			Supported	"Nucleoplasm,Golgi apparatus,Cell Junctions"		Yes	Yes			"Cluster 4: T-regs - Cell cycle regulation"	"Cluster 53: Non-specific - Cell cycle regulation"	"Cluster 45: Non-specific - Cell proliferation"	"Cluster 43: Non-specific - Cell proliferation"	"Nucleoplasm, Golgi apparatus"	"Cell Junctions"	"HPA027243: AB_2672175, HPA053679: AB_2682227"	"unprognostic (7.86e-2)"	"unprognostic (1.50e-2)"	"prognostic favorable (1.04e-4)"	"unprognostic (5.13e-3)"	"unprognostic (9.50e-2)"	"unprognostic (8.67e-3)"	"unprognostic (7.30e-4)"	"unprognostic (5.24e-3)"	"unprognostic (2.24e-2)"	"unprognostic (2.54e-2)"	"unprognostic (7.51e-4)"	"unprognostic (2.23e-1)"	"unprognostic (1.65e-14)"	"unprognostic (6.65e-3)"	"unprognostic (5.32e-1)"	"unprognostic (5.85e-2)"	"unprognostic (4.06e-1)"
F11R	"CD321, JAM-1, JAM-A, JAM1, JAMA, JCAM, PAM-1"	ENSG00000158769	"F11 receptor"	Q9Y624	1	160995211-161021343	"CD markers, Plasma proteins, Predicted membrane proteins"	"Host-virus interaction"	"Host cell receptor for virus entry, Receptor"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Extravillous trophoblasts: 201.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in all"	4	"eosinophil: 165.5;neutrophil: 113.4"	"Lineage enriched"	"Detected in all"	5	"granulocytes: 165.5"	"Cancer enhanced"	"Detected in all"		"testis cancer: 232.8"	"Heart muscle - Endothelial cells, Skeletal muscle - Endothelial cells, Stomach - Gastric mucous cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB004671, HPA043616, HPA061700"	Enhanced		Supported	"Cell Junctions,Microtubules"		NA	NA		1900000	"Cluster 45: Eosinophils - Innate immune response"	"Cluster 37: Intestine - Unknown function"	"Cluster 60: Keratinocytes - Epithelial cell function"	"Cluster 14: Endometrium - Transcription regulation"	Microtubules	"Cell Junctions"	"CAB004671: AB_425964, HPA043616: , HPA061700: AB_2684589"	"unprognostic (1.60e-2)"	"unprognostic (5.78e-3)"	"unprognostic (1.78e-3)"	"unprognostic (2.24e-1)"	"unprognostic (4.99e-2)"	"unprognostic (4.89e-2)"	"unprognostic (2.28e-1)"	"unprognostic (2.55e-1)"	"unprognostic (6.35e-2)"	"unprognostic (1.98e-3)"	"unprognostic (1.87e-2)"	"unprognostic (1.24e-1)"	"unprognostic (1.78e-1)"	"unprognostic (2.50e-1)"	"unprognostic (1.59e-1)"	"unprognostic (9.72e-3)"	"unprognostic (5.01e-2)"
FAAP20	"C1orf86, FLJ31031"	ENSG00000162585	"FA core complex associated protein 20"	Q6NZ36	1	2184461-2212720	"Predicted intracellular proteins"	"DNA damage, DNA repair"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Late spermatids: 325.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA038829	Uncertain		Supported	"Nucleoplasm,Nuclear bodies,Cell Junctions"		NA	NA			"Cluster 52: Eosinophils - Transcription"	"Cluster 72: Non-specific - Transcription"	"Cluster 38: Non-specific - mRNA processing"	"Cluster 60: Proximal tubular cells - Absorption"	Nucleoplasm	"Nuclear bodies, Cell Junctions"	"HPA038829: AB_10673476"	"unprognostic (1.36e-2)"	"unprognostic (2.86e-2)"	"unprognostic (2.69e-3)"	"unprognostic (1.65e-1)"	"unprognostic (2.64e-1)"	"unprognostic (6.11e-2)"	"prognostic unfavorable (4.57e-4)"	"unprognostic (2.81e-1)"	"unprognostic (1.36e-1)"	"unprognostic (1.80e-1)"	"prognostic favorable (2.88e-4)"	"unprognostic (1.59e-1)"	"unprognostic (1.96e-3)"	"unprognostic (1.36e-1)"	"unprognostic (1.67e-1)"	"unprognostic (4.93e-2)"	"unprognostic (8.55e-2)"
FAM126B	"HYCC2, MGC39518"	ENSG00000155744	"Family with sequence similarity 126 member B"	Q8IXS8	2	200973718-201071671	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Excitatory neurons: 111.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"Immune cell enriched"	"Detected in all"	4	"neutrophil: 25.7"	"Lineage enriched"	"Detected in all"	6	"granulocytes: 25.7"	"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA036166, HPA036167, HPA067307"	Uncertain		Supported	"Nucleoplasm,Cell Junctions"		NA	NA			"Cluster 50: Neutrophils - Cellular senescence"	"Cluster 34: Non-specific - Transcription"	"Cluster 51: Myeloma - Humoral immune response"	"Cluster 33: Macrophages - Degranulation"	"Cell Junctions"	Nucleoplasm	"HPA036166: AB_10696651, HPA036167: AB_2674982, HPA067307: AB_2685821"	"unprognostic (7.47e-3)"	"unprognostic (5.54e-2)"	"unprognostic (2.52e-1)"	"unprognostic (9.08e-2)"	"unprognostic (8.96e-2)"	"unprognostic (3.01e-3)"	"unprognostic (1.11e-2)"	"unprognostic (2.61e-3)"	"unprognostic (1.34e-1)"	"unprognostic (1.48e-2)"	"unprognostic (1.79e-2)"	"unprognostic (1.90e-2)"	"unprognostic (1.06e-1)"	"unprognostic (1.19e-1)"	"unprognostic (2.44e-1)"	"unprognostic (1.34e-1)"	"unprognostic (1.10e-2)"
FAM13A	"ARHGAP48, FAM13A1, KIAA0914"	ENSG00000138640	"Family with sequence similarity 13 member A"	O94988	4	88725955-89111398	"Plasma proteins, Predicted intracellular proteins"		"GTPase activation"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Excitatory neurons: 175.8;Syncytiotrophoblasts: 296.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Testis - Sertoli cells, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA038108, HPA038109"	Uncertain		Approved	"Nucleoli,Cell Junctions,Cytosol"		NA	NA			"Cluster 25: Monocytes - Inflammatory response"	"Cluster 87: Intestine & Kidney - Transmembrane transport"	"Cluster 41: Non-specific - Cilium assembly"	"Cluster 38: Neurons - Neuronal signaling"	"Cell Junctions, Cytosol"	Nucleoli	"HPA038108: AB_2675837, HPA038109: AB_10672619"	"unprognostic (1.14e-1)"	"unprognostic (1.53e-2)"	"unprognostic (6.29e-2)"	"unprognostic (2.53e-1)"	"unprognostic (3.20e-1)"	"unprognostic (1.07e-1)"	"unprognostic (3.79e-1)"	"unprognostic (2.81e-1)"	"unprognostic (8.20e-2)"	"unprognostic (1.75e-1)"	"unprognostic (1.46e-3)"	"unprognostic (6.36e-2)"	"unprognostic (4.71e-1)"	"unprognostic (3.49e-3)"	"unprognostic (1.90e-2)"	"unprognostic (7.44e-2)"	"prognostic favorable (4.28e-4)"
FAM209A	"C20orf106, dJ1153D9.3"	ENSG00000124103	"Family with sequence similarity 209 member A"	Q5JX71	20	56517187-56526152	"Predicted membrane proteins"	"Differentiation, Spermatogenesis"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	6	"testis: 104.2"	"Group enriched"	"Detected in some"	170	"Early spermatids: 1883.3;Late spermatids: 751.3"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"Myeloma: 1.7"	"Testis - Early spermatids, Testis - Late spermatids"									HPA079442			Uncertain	"Plasma membrane,Cell Junctions"		NA	NA			"Cluster 37: B-cells - Transcription"	"Cluster 83: Testis - Spermatogenesis"	"Cluster 44: Myeloma - Humoral immune response"	"Cluster 49: Early spermatids - Spermatogenesis"	"Plasma membrane, Cell Junctions"		"HPA079442: "	"unprognostic (1.03e-1)"	"unprognostic (1.01e-2)"	"unprognostic (2.19e-2)"	"unprognostic (1.58e-1)"	"unprognostic (1.75e-1)"	"unprognostic (8.58e-3)"	"unprognostic (1.06e-2)"	"unprognostic (2.12e-1)"	"unprognostic (2.10e-1)"	"unprognostic (9.83e-2)"	"unprognostic (5.56e-3)"	"unprognostic (7.68e-2)"	"unprognostic (1.86e-9)"	"unprognostic (2.98e-2)"	"unprognostic (2.07e-1)"	"unprognostic (1.34e-1)"	"unprognostic (3.22e-2)"
FAM222A	"C12orf34, FLJ14721"	ENSG00000139438	"Family with sequence similarity 222 member A"	Q5U5X8	12	109713825-109770495	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 65.6"	"Cell type enhanced"	"Detected in many"		"Bipolar cells: 31.8;Cone photoreceptor cells: 39.6;Horizontal cells: 39.7;Oligodendrocytes: 74.1;Rod photoreceptor cells: 55.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	7	"Neuroblastoma: 45.2"	"Kidney - Ascending Loop of Henle cells, Stomach - Parietal cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA040181, HPA075616"	Uncertain		Approved	"Golgi apparatus,Cell Junctions,Midbody ring"		Yes	NA				"Cluster 69: Cerebellum - Gene expression regulation"	"Cluster 21: Neuroblastoma - Neuronal signaling"	"Cluster 8: Oligodendrocytes - Myelin sheath organization"	"Golgi apparatus"	"Cell Junctions, Midbody ring"	"HPA040181: AB_10796448, HPA075616: "	"unprognostic (8.59e-3)"	"prognostic favorable (1.82e-5)"	"unprognostic (1.43e-1)"	"unprognostic (1.57e-1)"	"unprognostic (1.92e-1)"	"unprognostic (2.05e-2)"	"unprognostic (1.46e-2)"	"unprognostic (1.03e-1)"	"unprognostic (6.66e-2)"	"unprognostic (8.17e-2)"	"prognostic favorable (4.81e-4)"	"unprognostic (1.15e-1)"	"unprognostic (4.16e-2)"	"prognostic favorable (8.59e-4)"	"unprognostic (3.93e-2)"	"unprognostic (2.77e-1)"	"unprognostic (1.24e-1)"
