Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
BAAT	BAT	ENSG00000136881	"Bile acid-CoA:amino acid N-acyltransferase"	Q14032	9	101354182-101385400	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Fatty acid metabolism, Lipid metabolism"	"Acyltransferase, Hydrolase, Serine esterase, Transferase"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	41	"liver: 721.0"	"Cell type enriched"	"Detected in some"	11	"Hepatocytes: 1052.0"	"Cancer enriched"	"Detected in many"	42	"liver cancer: 181.1"	"Low region specificity"	"Detected in single"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	4	"Bile duct cancer: 3.5;Gastric cancer: 2.5;Kidney cancer: 2.6;liver cancer: 9.4"	"Liver - Hepatocytes"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA021251, HPA021330"	Enhanced		Approved	Vesicles		NA	NA		520000		"Cluster 60: Liver - Hemostasis & Lipid metabolism"	"Cluster 61: Liver - Metabolism"	"Cluster 13: Hepatocytes - Oxidoreductase activity"	Vesicles		"HPA021251: AB_1845247, HPA021330: AB_2670674"	"unprognostic (2.53e-2)"	"unprognostic (1.81e-1)"	"unprognostic (9.97e-2)"	"unprognostic (9.33e-2)"	"unprognostic (7.75e-3)"	"unprognostic (4.68e-2)"	"prognostic favorable (4.97e-4)"	"unprognostic (2.14e-2)"	"unprognostic (6.19e-2)"	"unprognostic (4.43e-4)"	"unprognostic (3.65e-1)"	"unprognostic (2.15e-1)"	"prognostic unfavorable (4.24e-7)"	"unprognostic (1.74e-1)"	"unprognostic (2.12e-1)"	"unprognostic (2.17e-2)"	"unprognostic (1.75e-1)"
BAG5		ENSG00000166170	"BAG cochaperone 5"	Q9UL15	14	103556545-103562657	"Predicted intracellular proteins"		Chaperone		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in all"	5	"testis: 127.7"	"Group enriched"	"Detected in all"	15	"Early spermatids: 1278.2;Late spermatids: 2048.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Breast - Adipocytes (Breast), Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA016429	Enhanced		Approved	Vesicles		NA	NA			"Cluster 18: Basophils - Vesicular transport"	"Cluster 83: Testis - Spermatogenesis"	"Cluster 46: Non-specific - Unknown function"	"Cluster 36: Spermatids - Spermatogenesis"	Vesicles		"HPA016429: AB_1845261"	"unprognostic (3.02e-2)"	"unprognostic (2.98e-2)"	"unprognostic (1.05e-2)"	"unprognostic (6.26e-2)"	"unprognostic (2.54e-1)"	"unprognostic (5.22e-2)"	"unprognostic (1.99e-3)"	"unprognostic (2.78e-1)"	"unprognostic (1.04e-1)"	"unprognostic (4.77e-3)"	"unprognostic (2.34e-1)"	"unprognostic (3.80e-2)"	"prognostic favorable (1.58e-8)"	"unprognostic (2.51e-1)"	"unprognostic (1.52e-1)"	"unprognostic (3.69e-2)"	"unprognostic (2.53e-1)"
BAMBI	NMA	ENSG00000095739	"BMP and activin membrane bound inhibitor"	Q13145	10	28677510-28682932	"Plasma proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"ovary: 81.6"	"Cell type enhanced"	"Detected in many"		"Breast glandular cells: 167.3;Breast myoepithelial cells: 167.9;Granulosa cells: 319.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"testis cancer: 357.8"	"Lung - Fibroblast_1, Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA010819, HPA010866"	Approved		Approved	"Nucleoli fibrillar center,Vesicles,Lipid droplets"		NA	NA				"Cluster 21: Non-specific - Transcription"	"Cluster 6: BEWO - Unknown function"	"Cluster 17: Granulosa cells - Transcription regulation"	Vesicles	"Nucleoli fibrillar center, Lipid droplets"	"HPA010819: AB_2668371, HPA010866: AB_10601686"	"unprognostic (7.02e-3)"	"unprognostic (4.52e-2)"	"unprognostic (1.28e-2)"	"unprognostic (3.17e-3)"	"unprognostic (1.25e-1)"	"unprognostic (1.99e-1)"	"prognostic unfavorable (9.42e-6)"	"unprognostic (1.09e-1)"	"unprognostic (6.45e-3)"	"unprognostic (1.05e-1)"	"unprognostic (2.03e-3)"	"unprognostic (9.29e-2)"	"prognostic favorable (5.25e-4)"	"unprognostic (1.01e-1)"	"unprognostic (3.24e-1)"	"unprognostic (2.38e-2)"	"unprognostic (2.10e-2)"
BARX1		ENSG00000131668	"BARX homeobox 1"	Q9HBU1	9	93951627-93955355	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	10	"stomach 1: 166.5"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 1.4;Fibroblasts: 3.1;Late spermatids: 1.8;Salivary duct cells: 1.3;Serous glandular cells: 1.0;Smooth muscle cells: 4.2"	"Cancer enhanced"	"Detected in many"		"stomach cancer: 19.3"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"				"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA055858			Approved	Nucleoplasm,Vesicles		NA	NA				"Cluster 4: Stomach - Digestion"	"Cluster 41: Non-specific - Cilium assembly"	"Cluster 72: Smooth muscle cells - ECM organization"	Nucleoplasm	Vesicles	"HPA055858: AB_2682947"	"unprognostic (6.19e-4)"	"unprognostic (4.81e-2)"	"unprognostic (1.58e-2)"	"prognostic unfavorable (8.16e-6)"	"unprognostic (4.96e-3)"	"prognostic unfavorable (1.02e-4)"	"unprognostic (1.46e-2)"	"unprognostic (5.20e-3)"	"unprognostic (1.23e-2)"	"unprognostic (8.75e-2)"	"unprognostic (1.02e-1)"	"unprognostic (3.33e-1)"	"unprognostic (9.68e-13)"	"unprognostic (7.02e-2)"	"unprognostic (1.59e-1)"	"unprognostic (2.60e-1)"	"unprognostic (2.16e-2)"
BBOX1	"BBH, BBOX, G-BBH, gamma-BBH"	ENSG00000129151	"Gamma-butyrobetaine hydroxylase 1"	O75936	11	27040725-27127809	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Carnitine biosynthesis"	"Dioxygenase, Oxidoreductase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	6	"kidney: 467.9;liver: 131.9"	"Cell type enriched"	"Detected in many"	7	"Proximal tubular cells: 1516.2"	"Group enriched"	"Detected in many"	6	"glioma: 23.7;renal cancer: 59.4"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Myeloma: 9.8"	"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes, Skin - Keratinocyte (other)"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"HPA007600, HPA027823"	Enhanced	Approved	Uncertain	"Vesicles,Actin filaments"		NA	NA		35000		"Cluster 7: Kidney - Transmembrane transport"	"Cluster 44: Myeloma - Humoral immune response"	"Cluster 60: Proximal tubular cells - Absorption"	Vesicles	"Actin filaments"	"HPA007600: AB_1845284, HPA027823: AB_10602394"	"unprognostic (9.96e-3)"	"unprognostic (1.80e-2)"	"unprognostic (8.17e-2)"	"prognostic unfavorable (6.65e-4)"	"unprognostic (7.03e-2)"	"unprognostic (6.66e-2)"	"unprognostic (7.05e-3)"	"unprognostic (1.13e-2)"	"unprognostic (3.03e-1)"	"unprognostic (6.89e-2)"	"unprognostic (2.03e-2)"	"unprognostic (1.60e-1)"	"prognostic favorable (1.45e-5)"	"unprognostic (1.71e-2)"	"unprognostic (2.70e-1)"	"unprognostic (3.22e-1)"	"unprognostic (1.73e-3)"
BBS2	BBS	ENSG00000125124	"Bardet-Biedl syndrome 2"	Q9BXC9	16	56466836-56520087	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Cilium biogenesis/degradation, Protein transport, Sensory transduction, Transport, Vision"		"Bardet-Biedl syndrome, Ciliopathy, Disease variant, Intellectual disability, Obesity, Retinitis pigmentosa"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Astrocytes: 139.8;Oligodendrocytes: 92.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA040961, HPA041315, HPA059900"	Approved		Approved	Vesicles		NA	NA			"Cluster 44: Non-specific - Transcription"	"Cluster 39: Non-specific - Mitochondria"	"Cluster 36: Non-specific - Unknown function"	"Cluster 63: Astrocytes - Nervous system maintenance"	Vesicles		"HPA040961: , HPA041315: AB_10960892, HPA059900: "	"unprognostic (1.43e-1)"	"unprognostic (3.13e-3)"	"unprognostic (2.44e-2)"	"unprognostic (1.03e-1)"	"unprognostic (7.58e-2)"	"unprognostic (1.51e-2)"	"unprognostic (4.22e-2)"	"unprognostic (2.79e-2)"	"unprognostic (2.11e-1)"	"unprognostic (3.29e-2)"	"unprognostic (3.76e-3)"	"unprognostic (2.68e-1)"	"prognostic favorable (2.83e-6)"	"unprognostic (2.16e-1)"	"unprognostic (1.61e-1)"	"unprognostic (2.95e-1)"	"unprognostic (2.95e-2)"
BCAS1	"AIBC1, NABC1, PMES-2"	ENSG00000064787	"Brain enriched myelin associated protein 1"	O75363	20	53936777-54070594	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 890.2;choroid plexus: 301.2"	"Cell type enhanced"	"Detected in many"		"Gastric mucus-secreting cells: 187.8;Intestinal goblet cells: 433.0;Oligodendrocyte precursor cells: 516.0;Oligodendrocytes: 678.6"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"T-reg: 2.1"	"Low lineage specificity"	"Detected in single"			"Cancer enhanced"	"Detected in many"		"breast cancer: 60.8"	"Colon - Colon enterocytes, Lung - Respiratory ciliated cells, Prostate - Prostate glandular cells, Stomach - Gastric mucous cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB033558, HPA051816, HPA054745"	Enhanced		Approved	Vesicles		NA	NA			"Cluster 39: Non-specific - mRNA processing"	"Cluster 70: Brain - Nervous system development"	"Cluster 65: Breast cancer - Unknown function"	"Cluster 26: Intestinal epithelial cells - Absorption"	Vesicles		"CAB033558: AB_2274632, HPA051816: AB_2681623, HPA054745: AB_2682590"	"unprognostic (6.41e-2)"	"unprognostic (1.01e-2)"	"unprognostic (6.20e-2)"	"unprognostic (7.23e-2)"	"unprognostic (1.05e-1)"	"unprognostic (2.43e-2)"	"unprognostic (5.54e-2)"	"unprognostic (1.86e-1)"	"unprognostic (3.80e-1)"	"unprognostic (1.19e-1)"	"unprognostic (5.25e-2)"	"unprognostic (2.91e-2)"	"unprognostic (4.70e-3)"	"unprognostic (3.95e-1)"	"unprognostic (1.77e-1)"	"unprognostic (1.75e-1)"	"unprognostic (7.77e-3)"
BCL2L12		ENSG00000126453	"BCL2 like 12"	Q9HB09	19	49665142-49673916	"Predicted intracellular proteins"	Apoptosis			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Cytotrophoblasts: 76.5;Extravillous trophoblasts: 138.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA020856	Approved		Approved	"Vesicles,Plasma membrane"		NA	NA			"Cluster 3: Plasmacytoid DCs - Unknown function"	"Cluster 52: Non-specific - Ribosome"	"Cluster 4: Non-specific - Transcription"	"Cluster 54: Extravillous trophoblasts - Unknown function"	Vesicles	"Plasma membrane"	"HPA020856: AB_1845320"	"unprognostic (2.59e-1)"	"unprognostic (3.96e-2)"	"unprognostic (2.24e-1)"	"unprognostic (5.72e-2)"	"unprognostic (3.64e-1)"	"unprognostic (3.68e-2)"	"unprognostic (6.80e-3)"	"unprognostic (3.87e-3)"	"unprognostic (6.12e-2)"	"unprognostic (8.90e-2)"	"unprognostic (1.60e-2)"	"unprognostic (2.33e-2)"	"prognostic unfavorable (8.75e-5)"	"unprognostic (8.67e-2)"	"unprognostic (3.62e-2)"	"unprognostic (2.37e-1)"	"unprognostic (2.56e-1)"
BCL3	"BCL4, D19S37"	ENSG00000069399	"BCL3 transcription coactivator"	P20749	19	44747705-44760044	"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	Activator	"Cancer-related genes, Proto-oncogene"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"liver: 161.8"	"Cell type enhanced"	"Detected in many"		"Basal squamous epithelial cells: 160.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	4	"eosinophil: 5.5;neutrophil: 19.8"	"Lineage enriched"	"Detected in all"	6	"granulocytes: 19.8"	"Low cancer specificity"	"Detected in all"				"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"CAB002051, HPA047514"	Approved		Supported	Nucleoplasm,Vesicles,Midbody		Yes	No			"Cluster 9: Neutrophils - Innate immune response"	"Cluster 85: Liver - Metabolism"	"Cluster 37: Ovarian cancer RMG-I - Cellular stress response"	"Cluster 66: Endothelial cells - Angiogenesis"	Nucleoplasm	"Vesicles, Midbody"	"CAB002051: AB_563428, HPA047514: AB_2680074"	"prognostic favorable (9.67e-4)"	"unprognostic (8.82e-2)"	"unprognostic (2.81e-1)"	"unprognostic (7.54e-2)"	"prognostic unfavorable (4.01e-4)"	"unprognostic (3.49e-2)"	"unprognostic (2.34e-3)"	"unprognostic (2.79e-1)"	"prognostic favorable (3.74e-4)"	"unprognostic (2.09e-2)"	"unprognostic (9.23e-2)"	"unprognostic (1.81e-1)"	"prognostic unfavorable (3.13e-14)"	"unprognostic (8.24e-2)"	"unprognostic (1.36e-1)"	"unprognostic (3.77e-2)"	"unprognostic (3.04e-2)"
BCL6B	"BAZF, ZBTB28, ZNF62"	ENSG00000161940	"BCL6B transcription repressor"	Q8N143	17	7023050-7030290	"Predicted intracellular proteins, Transcription factors"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Group enriched"	"Detected in some"	5	"Adipocytes: 34.8;Endothelial cells: 38.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Leukemia: 2.3;ovarian cancer: 2.9"	"Adipose subcutaneous - Endothelial cells, Adipose visceral - Endothelial cells, Breast - Endothelial cells, Colon - Endothelial cells, Kidney - Endothelial cells, Liver - Vascular Endothelial cells, Prostate - Endothelial cells, Thyroid - Endothelial cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"HPA059147, HPA075112"	Uncertain		Approved	"Nucleoplasm,Vesicles,Plasma membrane"		NA	NA				"Cluster 82: Adipose tissue - ECM organization"	"Cluster 3: HUVEC & TIME - Signal transduction"	"Cluster 66: Endothelial cells - Angiogenesis"	Nucleoplasm	"Vesicles, Plasma membrane"	"HPA059147: AB_2683928, HPA075112: AB_2732279"	"unprognostic (5.61e-2)"	"unprognostic (9.43e-3)"	"unprognostic (2.33e-2)"	"unprognostic (2.12e-1)"	"unprognostic (1.40e-1)"	"prognostic favorable (8.56e-5)"	"unprognostic (2.81e-1)"	"unprognostic (2.28e-2)"	"unprognostic (4.81e-2)"	"unprognostic (1.80e-1)"	"unprognostic (6.10e-2)"	"unprognostic (1.76e-1)"	"prognostic unfavorable (4.04e-4)"	"unprognostic (7.14e-2)"	"unprognostic (1.11e-1)"	"unprognostic (4.29e-2)"	"unprognostic (4.26e-2)"
BCL7A	BCL7	ENSG00000110987	"BAF chromatin remodeling complex subunit BCL7A"	Q4VC05	12	122019422-122062044	"Cancer-related genes, Disease related genes, Predicted intracellular proteins"			"Cancer-related genes"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"dendritic cells: 75.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	6	"memory B-cell: 1.0;naive B-cell: 2.1;plasmacytoid DC: 2.8"	"Group enriched"	"Detected in many"	14	"B-cells: 2.1;dendritic cells: 2.8"	"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA019762	Approved		Approved	Nucleoplasm,Vesicles		NA	NA			"Cluster 3: Plasmacytoid DCs - Unknown function"	"Cluster 34: Non-specific - Transcription"	"Cluster 23: B-cell cancers - Adaptive immune response"	"Cluster 9: Neurons - Nervous system development"	"Nucleoplasm, Vesicles"		"HPA019762: AB_10962489"	"unprognostic (3.27e-1)"	"unprognostic (2.97e-2)"	"prognostic unfavorable (6.81e-4)"	"unprognostic (1.35e-1)"	"unprognostic (1.46e-1)"	"unprognostic (1.23e-1)"	"prognostic unfavorable (2.04e-4)"	"unprognostic (5.18e-1)"	"unprognostic (5.13e-2)"	"unprognostic (1.06e-2)"	"unprognostic (3.13e-1)"	"unprognostic (3.11e-1)"	"prognostic favorable (1.54e-6)"	"unprognostic (4.86e-2)"	"unprognostic (8.56e-2)"	"unprognostic (6.16e-3)"	"unprognostic (1.51e-2)"
BDKRB2	BK-2	ENSG00000168398	"Bradykinin receptor B2"	P30411	14	96204679-96244166	"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"urinary bladder: 41.1"	"Cell type enhanced"	"Detected in many"		"Endometrial stromal cells: 16.3;Ionocytes: 16.5;Langerhans cells: 19.2;Squamous epithelial cells: 15.6"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Kidney - Endothelial cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			"HPA003551, HPA050841"	Approved		Supported	"Golgi apparatus,Vesicles,Plasma membrane"		NA	NA				"Cluster 12: Smooth muscle tissue - Mixed function"	"Cluster 20: Connective tissue cells - ECM organization"	"Cluster 66: Endothelial cells - Angiogenesis"	"Plasma membrane"	"Golgi apparatus, Vesicles"	"HPA003551: , HPA050841: AB_2681254"	"unprognostic (1.03e-1)"	"unprognostic (7.90e-2)"	"unprognostic (1.12e-1)"	"unprognostic (1.83e-1)"	"unprognostic (8.79e-3)"	"unprognostic (2.68e-2)"	"unprognostic (1.93e-1)"	"unprognostic (4.66e-2)"	"unprognostic (1.94e-1)"	"unprognostic (2.84e-2)"	"unprognostic (3.19e-1)"	"unprognostic (1.72e-1)"	"unprognostic (3.32e-3)"	"unprognostic (3.11e-2)"	"unprognostic (9.40e-2)"	"unprognostic (9.90e-2)"	"unprognostic (1.49e-2)"
BEND7	"C10orf30, FLJ40283"	ENSG00000165626	"BEN domain containing 7"	Q8N7W2	10	13438484-13528974	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Early spermatids: 137.5;Late spermatids: 280.1"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Stomach - Endothelial cells, Testis - Early spermatids"									HPA037835	Uncertain		Approved	"Nucleoplasm,Nucleoli fibrillar center,Vesicles"		Yes	No			"Cluster 9: Neutrophils - Innate immune response"	"Cluster 87: Intestine & Kidney - Transmembrane transport"	"Cluster 68: Kidney - Mixed function"	"Cluster 36: Spermatids - Spermatogenesis"	"Nucleoplasm, Nucleoli fibrillar center"	Vesicles	"HPA037835: AB_10669722"	"unprognostic (6.22e-2)"	"unprognostic (1.80e-1)"	"unprognostic (1.89e-1)"	"unprognostic (1.33e-2)"	"unprognostic (1.18e-2)"	"unprognostic (4.62e-3)"	"unprognostic (3.24e-3)"	"unprognostic (3.52e-2)"	"unprognostic (1.26e-1)"	"unprognostic (5.02e-2)"	"unprognostic (1.12e-1)"	"unprognostic (1.06e-1)"	"unprognostic (4.19e-3)"	"unprognostic (1.57e-1)"	"unprognostic (1.60e-1)"	"unprognostic (1.58e-1)"	"unprognostic (5.20e-3)"
BHLHE41	"BHLHB3, DEC2, SHARP-1, SHARP1"	ENSG00000123095	"Basic helix-loop-helix family member e41"	Q9C0J9	12	26120030-26125037	"Predicted intracellular proteins, Transcription factors"	"Biological rhythms, Transcription, Transcription regulation"	"DNA-binding, Repressor"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"retina: 122.4;skeletal muscle: 92.5"	"Cell type enhanced"	"Detected in many"		"Bipolar cells: 324.9;Cone photoreceptor cells: 168.9;Horizontal cells: 164.1;Muller glia cells: 202.3;Rod photoreceptor cells: 291.6"	"Cancer enhanced"	"Detected in all"		"thyroid cancer: 78.4"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"memory B-cell: 1.9"	"Lineage enriched"	"Detected in single"	20	"B-cells: 1.9"	"Low cancer specificity"	"Detected in many"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA056035, HPA077617"			Supported	Nucleoplasm,Vesicles		NA	NA			"Cluster 43: B-cells - Humoral immune response"	"Cluster 54: Non-specific - Microtubule organization"	"Cluster 10: Ovarian & Endometrial cancers - Unknown function"	"Cluster 19: Macrophages - Innate immune response"	Nucleoplasm	Vesicles	"HPA056035: AB_2683017, HPA077617: "	"unprognostic (1.57e-3)"	"unprognostic (1.57e-2)"	"unprognostic (2.32e-2)"	"unprognostic (6.62e-2)"	"unprognostic (2.18e-1)"	"unprognostic (2.29e-1)"	"unprognostic (5.86e-2)"	"unprognostic (2.59e-1)"	"unprognostic (1.38e-1)"	"unprognostic (1.03e-1)"	"unprognostic (1.16e-1)"	"unprognostic (2.96e-2)"	"prognostic unfavorable (8.73e-5)"	"unprognostic (5.23e-2)"	"unprognostic (1.65e-1)"	"unprognostic (5.61e-3)"	"prognostic favorable (1.09e-4)"
